id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated
bitcoin,Bitcoin,BTC,1,10145.6,1.0,8771010000.0,171522274520,16906075.0,16906075.0,21000000.0,1.97,-6.1,-3.58,1520461766
ethereum,Ethereum,ETH,2,766.364,0.0762352,2181700000.0,75139661554.0,98046961.0,98046961.0,,2.93,-6.34,-11.39,1520461751
ripple,Ripple,XRP,3,0.895401,0.00008903,851181000.0,35002977127.0,39091956706.0,99992520283.0,100000000000,2.63,-4.54,-1.94,1520462041
bitcoin-cash,Bitcoin Cash,BCH,4,1117.34,0.111149,450952000.0,19000632068.0,17005238.0,17005238.0,21000000.0,3.32,-7.43,-8.3,1520461751
litecoin,Litecoin,LTC,5,189.061,0.0188072,757135000.0,10498189753.0,55528056.0,55528056.0,84000000.0,3.12,-4.38,-8.39,1520461740
neo,NEO,NEO,6,104.085,0.010354,291967000.0,6765525000.0,65000000.0,100000000.0,100000000.0,4.21,-1.19,-21.9,1520461747
cardano,Cardano,ADA,7,0.256101,0.00002548,195320000.0,6639948692.0,25927070538.0,31112483745.0,45000000000.0,3.2,-11.22,-18.02,1520461753
stellar,Stellar,XLM,8,0.330245,0.00003285,62777800.0,6099094572.0,18468393382.0,103748462367,,3.03,-3.53,-2.83,1520461743
monero,Monero,XMR,9,346.676,0.03447,162138000.0,5477240332.0,15799306.0,15799306.0,,3.18,0.13,19.98,1520462042
eos,EOS,EOS,10,6.71453,0.00066794,434589000.0,4796141480.0,714292956.0,900000000.0,1000000000.0,2.81,-7.76,-21.35,1520461750
iota,IOTA,MIOTA,11,1.5592,0.0001551,68930100.0,4333843617.0,2779530283.0,2779530283.0,2779530283.0,3.66,-8.53,-17.37,1520461751
dash,Dash,DASH,12,519.724,0.0516762,110943000.0,4122704134.0,7932488.0,7932488.0,18900000.0,1.41,-9.36,-12.12,1520462041
nem,NEM,XEM,13,0.304619,0.00003030,24352300.0,2741571000.0,8999999999.0,8999999999.0,,0.02,-10.12,-24.92,1520461744
tron,TRON,TRX,14,0.0399383,0.00000397,291200000.0,2625871036.0,65748192475.0,100000000000,,3.09,-9.22,-8.99,1520461753
ethereum-classic,Ethereum Classic,ETC,15,22.7228,0.00226039,421675000.0,2280251181.0,100350801.0,100350801.0,,3.82,-10.82,-32.27,1520461746
tether,Tether,USDT,16,0.99621,0.00009910,3016940000.0,2208737850.0,2217140814.0,2280109970.0,,-0.29,-0.38,-0.41,1520461745
vechain,VeChain,VEN,17,4.22787,0.00042057,91423100.0,2016206376.0,476884667.0,873378637.0,,5.02,-11.46,-10.5,1520461752
lisk,Lisk,LSK,18,16.0676,0.00159835,34562000.0,1648183332.0,102578066.0,118794712.0,,2.4,-4.52,-13.76,1520461746
qtum,Qtum,QTUM,19,22.2509,0.00221345,113383000.0,1645058523.0,73932224.0,100432224.0,,2.54,-11.9,-15.97,1520461750
nano,Nano,NANO,20,12.2518,0.00121877,61090500.0,1632531390.0,133248289.0,133248289.0,133248290.0,2.71,-6.99,-16.83,1520461749
bitcoin-gold,Bitcoin Gold,BTG,21,93.2818,0.00927935,29198900.0,1573351340.0,16866649.0,16966649.0,21000000.0,2.48,-9.86,-18.1,1520461756
omisego,OmiseGO,OMG,22,14.7688,0.00146915,51840500.0,1507046038.0,102042552.0,140245398.0,,3.09,-6.73,-23.16,1520461752
zcash,Zcash,ZEC,23,348.035,0.0346213,58172700.0,1193862285.0,3430294.0,3430294.0,,0.94,-8.56,-10.51,1520461747
icon,ICON,ICX,24,3.07775,0.00030616,34594700.0,1187907963.0,385966359.0,400230000.0,,3.35,-10.36,-15.08,1520461755
binance-coin,Binance Coin,BNB,25,8.91329,0.00088666,74355100.0,882540496.0,99014000.0,197192382.0,,2.15,-4.73,-15.46,1520461752
digixdao,DigixDAO,DGD,26,420.254,0.0418054,42700300.0,840508000.0,2000000.0,2000000.0,,3.66,-13.11,-24.57,1520461746
steem,Steem,STEEM,27,2.8994,0.00028842,6570970.0,728305368.0,251191753.0,268165847.0,,2.85,-10.86,-11.96,1520461746
verge,Verge,XVG,28,0.0440066,0.00000438,23421800.0,646059041.0,14680957882.0,14680957882.0,16555000000.0,4.97,-10.89,-19.89,1520461743
populous,Populous,PPT,29,17.451,0.00173597,2605300.0,645757273.0,37004027.0,53252246.0,53252246.0,2.47,-12.46,-6.87,1520461751
bytecoin-bcn,Bytecoin,BCN,30,0.00350212,0.00000035,2954330.0,643580583.0,183768855270,183768855270,184470000000,1.11,-11.67,-24.11,1520462042
waves,Waves,WAVES,31,6.29191,0.0006259,27431700.0,629191000.0,100000000.0,100000000.0,,1.91,1.66,-0.94,1520461747
stratis,Stratis,STRAT,32,6.33972,0.00063065,12005200.0,626160414.0,98767834.0,98767834.0,,1.86,-13.28,-14.69,1520461746
status,Status,SNT,33,0.164947,0.00001641,52936700.0,572445889.0,3470483788.0,6804870174.0,,1.22,-6.63,1.45,1520461751
rchain,RChain,RHOC,34,1.53042,0.00015224,807377.0,550047139.0,359409272.0,870663574.0,1000000000.0,2.17,-7.42,-14.7,1520461753
maker,Maker,MKR,35,854.907,0.0850432,829621.0,528527248.0,618228.0,1000000.0,,-1.54,-10.03,-17.77,1520461748
siacoin,Siacoin,SC,36,0.0156349,0.00000156,12439700.0,515182608.0,32950809297.0,32950809297.0,,3.06,-12.94,-20.39,1520461745
bitshares,BitShares,BTS,37,0.180964,0.00001799,20964400.0,472344994.0,2610160000.0,2610160000.0,3600570502.0,2.45,-7.37,-19.88,1520462042
dogecoin,Dogecoin,DOGE,38,0.00414391,0.00000041,17038800.0,470286947.0,113488697114,113488697114,,1.15,-10.76,-31.92,1520461741
waltonchain,Waltonchain,WTC,39,18.8774,0.00187786,54087000.0,470012865.0,24898178.0,70000000.0,100000000.0,-0.21,-22.34,-4.1,1520461752
decred,Decred,DCR,40,66.8941,0.00665439,1748650.0,460859818.0,6889394.0,7309394.0,21000000.0,6.33,-7.36,-11.1,1520461746
aeternity,Aeternity,AE,41,1.90406,0.00018941,4095850.0,443684960.0,233020472.0,273685830.0,,0.68,-10.68,-16.96,1520461750
augur,Augur,REP,42,40.0728,0.0039863,2536560.0,440800800.0,11000000.0,11000000.0,,2.76,-8.07,-12.58,1520461745
komodo,Komodo,KMD,43,3.73825,0.00037187,1980350.0,388228790.0,103853084.0,103853084.0,,3.51,-4.53,1.73,1520461749
bytom,Bytom,BTM,44,0.377925,0.00003759,14628600.0,373011975.0,987000000.0,1407000000.0,,1.81,-8.2,9.92,1520461753
0x,0x,ZRX,45,0.708502,0.00007048,7730020.0,366296320.0,517001110.0,1000000000.0,,2.05,-10.31,-23.77,1520461754
electroneum,Electroneum,ETN,46,0.0566744,0.00000564,1675260.0,360344903.0,6358159991.0,6358159991.0,21000000000.0,1.91,-10.42,-19.36,1520461755
veritaseum,Veritaseum,VERI,47,175.983,0.0175062,1077120.0,358414974.0,2036645.0,100000000.0,,1.05,-8.5,-20.07,1520461750
ark,Ark,ARK,48,3.51346,0.00034951,2567540.0,355159271.0,101085332.0,132335332.0,,3.79,-6.05,-2.18,1520461749
ardor,Ardor,ARDR,49,0.351482,0.00003496,3907200.0,351130341.0,998999495.0,998999495.0,998999495.0,1.79,-8.73,-9.0,1520461746
syscoin,Syscoin,SYS,50,0.602719,0.00005993,6726100.0,320304583.0,531432696.0,531432696.0,888000000.0,3.93,-5.18,-4.23,1520462043
golem-network-tokens,Golem,GNT,51,0.382692,0.00003807,6038440.0,319265393.0,834262000.0,1000000000.0,,2.45,-9.18,5.58,1520461748
cryptonex,Cryptonex,CNX,52,6.83775,0.0006802,194844.0,308739497.0,45152206.0,106589832.0,210000000.0,0.14,-7.15,-7.66,1520461754
dragonchain,Dragonchain,DRGN,53,1.28945,0.00012827,2040610.0,307433171.0,238421940.0,433494437.0,,3.36,-12.27,2.42,1520461756
basic-attention-token,Basic Attention Token,BAT,54,0.306987,0.00003054,4995130.0,306987000.0,1000000000.0,1500000000.0,,4.08,-9.26,-10.98,1520461750
ethos,Ethos,ETHOS,55,4.03454,0.00040134,2887840.0,306121377.0,75875162.0,222295208.0,,2.22,-5.11,1.61,1520461751
kucoin-shares,KuCoin Shares,KCS,56,3.21313,0.00031963,1133040.0,292533239.0,91043076.0,181043076.0,,2.68,-1.0,-23.43,1520461756
pivx,PIVX,PIVX,57,5.20235,0.00051751,3519220.0,289849453.0,55715100.0,55715100.0,,4.5,-7.26,-4.72,1520461745
digibyte,DigiByte,DGB,58,0.028233,0.00000281,4268680.0,280644768.0,9940309839.0,9940309839.0,21000000000.0,4.6,-9.37,-14.63,1520462041
zilliqa,Zilliqa,ZIL,59,0.0421654,0.00000419,14747300.0,278516254.0,6605326966.0,12600000000.0,,0.67,-10.74,-14.36,1520461758
gas,Gas,GAS,60,28.0865,0.00279395,8382800.0,277228268.0,9870517.0,15974560.0,100000000.0,1.96,-8.37,-28.32,1520461750
hshare,Hshare,HSR,61,6.36459,0.00063313,33601700.0,271829654.0,42709688.0,42709688.0,84000000.0,0.6,-22.85,-32.0,1520461752
monacoin,MonaCoin,MONA,62,4.43143,0.00044062,4824510.0,256609155.0,57906625.0,57906625.0,,2.63,-12.11,-19.1,1520462042
aion,Aion,AION,63,2.60843,0.00025948,3966710.0,250811768.0,96154303.0,465934587.0,,1.51,-10.07,-7.6,1520461754
factom,Factom,FCT,64,28.4735,0.00283245,2359090.0,249003662.0,8745102.0,8745102.0,,2.88,-5.81,-11.04,1520461745
qash,QASH,QASH,65,0.691212,0.00006876,5945720.0,241924200.0,350000000.0,1000000000.0,,3.39,-10.93,-14.92,1520461756
particl,Particl,PART,66,26.7745,0.00266344,701649.0,238089598.0,8892401.0,8892401.0,,3.52,-7.85,25.08,1520461752
loopring,Loopring,LRC,67,0.413466,0.00004113,2840000.0,235087110.0,568576642.0,1374956262.0,,1.65,-11.45,-26.73,1520461752
funfair,FunFair,FUN,68,0.0506789,0.00000504,3175430.0,233380120.0,4605074689.0,10999873621.0,,5.06,-8.99,-1.93,1520461750
byteball,Byteball Bytes,GBYTE,69,360.79,0.0358902,1071040.0,232789664.0,645222.0,1000000.0,,-1.43,-13.95,-10.74,1520461748
aelf,aelf,ELF,70,0.924914,0.00009201,16492800.0,231228500.0,250000000.0,280000000.0,1000000000.0,4.87,-16.7,-16.89,1520461757
nebulas-token,Nebulas,NAS,71,6.44223,0.00064085,6727200.0,228699165.0,35500000.0,100000000.0,100000000.0,1.17,-10.27,-21.91,1520461752
revain,Revain,R,72,1.12402,0.00011181,5163360.0,207325489.0,184450000.0,484450000.0,484450000.0,2.91,-13.0,-51.42,1520461754
kyber-network,Kyber Network,KNC,73,1.54278,0.00015347,7028360.0,206937242.0,134132697.0,215625349.0,,3.27,-13.2,-13.85,1520461753
reddcoin,ReddCoin,RDD,74,0.00709231,0.00000071,8354880.0,204075204.0,28774151777.0,28774151777.0,,1.43,-11.43,-19.37,1520462041
nexus,Nexus,NXS,75,3.5665,0.00035478,71644100.0,199766014.0,56011780.0,56011780.0,,2.73,14.71,106.11,1520461744
kin,Kin,KIN,76,0.000258786,0.00000003,377308.0,195667463.0,756097560976,10000000000000,,6.31,-6.12,-11.0,1520461753
gxshares,GXShares,GXS,77,3.26062,0.00032436,5886010.0,195637200.0,60000000.0,100000000.0,100000000.0,0.91,-8.45,-19.23,1520461751
zcoin,ZCoin,XZC,78,45.9226,0.00456822,5379020.0,195570746.0,4258704.0,4258704.0,21400000.0,4.78,-9.75,-10.76,1520461748
salt,SALT,SALT,79,3.42168,0.00034038,5246210.0,185542636.0,54225596.0,120000000.0,,2.51,-12.32,-15.13,1520461753
dent,Dent,DENT,80,0.0174752,0.00000174,2990450.0,185495071.0,10614760961.0,100000000000,,2.86,-9.0,-29.17,1520461752
nxt,Nxt,NXT,81,0.182845,0.00001818,21762100.0,182662144.0,998999942.0,998999942.0,1000000000.0,0.62,-0.38,-4.79,1520462041
blocknet,Blocknet,BLOCK,82,36.1129,0.00359071,1342100.0,182171919.0,5044511.0,5044511.0,,2.04,-6.05,2.28,1520462043
chainlink,ChainLink,LINK,83,0.51731,0.00005146,5225350.0,181058500.0,350000000.0,1000000000.0,,8.65,-3.56,-23.67,1520461753
iconomi,Iconomi,ICN,84,1.78526,0.00017759,24588000.0,178054132.0,99735687.0,99735687.0,,4.12,-2.53,28.12,1520461747
neblio,Neblio,NEBL,85,13.3798,0.00133098,6617310.0,172368772.0,12882761.0,13633512.0,,1.88,-12.8,-19.16,1520461753
bancor,Bancor,BNT,86,4.30116,0.00042786,6968840.0,168237262.0,39114393.0,74368296.0,,2.91,-8.53,-12.11,1520461751
iostoken,IOStoken,IOST,87,0.0246375,0.00000245,33270600.0,167389883.0,6794109922.0,21000000000.0,,1.6,-21.28,-27.89,1520461758
power-ledger,Power Ledger,POWR,88,0.458334,0.00004559,5194290.0,166802704.0,363932644.0,1000000000.0,,1.64,-13.19,-19.0,1520461755
dentacoin,Dentacoin,DCN,89,0.000508,0.00000005,154077.0,165215119.0,325226613094,1963173416169,8000000000000,2.98,-14.5,-23.17,1520461751
tenx,TenX,PAY,90,1.52769,0.00015197,2669190.0,159890037.0,104661310.0,205218256.0,,2.82,-10.73,0.66,1520461751
polymath-network,Polymath,POLY,91,0.662463,0.00006590,1599970.0,158990954.0,239999750.0,1000000000.0,,7.77,-12.92,-41.05,1520461759
request-network,Request Network,REQ,92,0.247688,0.00002464,3209530.0,158927890.0,641645496.0,999999999.0,,4.52,-6.98,-13.33,1520461754
maidsafecoin,MaidSafeCoin,MAID,93,0.346209,0.00003442,2906380.0,156677718.0,452552412.0,452552412.0,,2.04,-5.43,-11.92,1520462042
emercoin,Emercoin,EMC,94,3.73696,0.00037157,757420.0,154910907.0,41453724.0,41453724.0,,0.81,-5.49,6.05,1520462043
enigma-project,Enigma,ENG,95,2.06397,0.00020532,4585690.0,154459612.0,74836171.0,150000000.0,,3.01,-11.68,-18.5,1520461754
cindicator,Cindicator,CND,96,0.104356,0.00001038,3369540.0,150896333.0,1445976590.0,2000000005.0,,2.19,-8.91,-15.27,1520461754
pillar,Pillar,PLR,97,0.659587,0.00006561,513634.0,149980058.0,227384800.0,800000000.0,,-0.33,-8.86,-16.35,1520461751
smartcash,SmartCash,SMART,98,0.191985,0.00001910,161289.0,147952740.0,770647392.0,1371691671.0,5000000000.0,5.98,-13.38,-7.21,1520461751
sirin-labs-token,SIRIN LABS Token,SRN,99,0.639644,0.00006363,12070800.0,146643523.0,229258029.0,573145073.0,,3.44,-1.28,9.21,1520461757
singularitynet,SingularityNET,AGI,100,0.30678,0.00003052,546069.0,141791901.0,462194083.0,1000000000.0,,1.79,-9.66,-11.55,1520461758
genesis-vision,Genesis Vision,GVT,101,36.954,0.00367606,17333400.0,137719461.0,3726781.0,4436644.0,,1.26,5.23,40.15,1520461755
gnosis-gno,Gnosis,GNO,102,123.428,0.0122782,793625.0,136337335.0,1104590.0,10000000.0,,2.65,-6.0,-6.75,1520461749
