id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated
bitcoin,Bitcoin,BTC,1,9875.26,1.0,8382720000.0,166951017182,16905987.0,16905987.0,21000000.0,0.62,-8.27,-6.41,1520453667
ethereum,Ethereum,ETH,2,742.827,0.0758429,2085240000.0,72830486794.0,98045018.0,98045018.0,,0.01,-8.8,-14.34,1520453654
ripple,Ripple,XRP,3,0.854056,0.00008720,849747000.0,33386720176.0,39091956706.0,99992520283.0,100000000000,0.81,-8.7,-6.89,1520453641
bitcoin-cash,Bitcoin Cash,BCH,4,1087.44,0.111028,437616000.0,18491998758.0,17005075.0,17005075.0,21000000.0,0.22,-8.75,-10.97,1520453652
litecoin,Litecoin,LTC,5,182.199,0.0186026,722873000.0,10116878381.0,55526531.0,55526531.0,84000000.0,0.7,-7.05,-12.28,1520453641
cardano,Cardano,ADA,6,0.248051,0.00002533,185854000.0,6431235774.0,25927070538.0,31112483745.0,45000000000.0,1.02,-14.01,-21.38,1520453654
neo,NEO,NEO,7,98.9357,0.0101014,273334000.0,6430820500.0,65000000.0,100000000.0,100000000.0,1.5,-5.64,-26.78,1520453647
stellar,Stellar,XLM,8,0.319097,0.00003258,60056800.0,5893208763.0,18468392882.0,103748462367,,0.22,-7.0,-6.85,1520453643
monero,Monero,XMR,9,333.843,0.0340855,153398000.0,5274381800.0,15798989.0,15798989.0,,0.34,-3.24,15.04,1520453642
eos,EOS,EOS,10,6.43184,0.00065669,421949000.0,4593458759.0,714174911.0,900000000.0,1000000000.0,0.3,-11.22,-25.16,1520453651
iota,IOTA,MIOTA,11,1.50902,0.00015407,65739000.0,4194366788.0,2779530283.0,2779530283.0,2779530283.0,0.99,-10.58,-20.47,1520453651
dash,Dash,DASH,12,511.635,0.0522381,110520000.0,4058425795.0,7932268.0,7932268.0,18900000.0,0.08,-10.39,-13.89,1520453641
nem,NEM,XEM,13,0.298314,0.00003046,23391000.0,2684826000.0,8999999999.0,8999999999.0,,3.06,-11.45,-26.91,1520453644
tron,TRON,TRX,14,0.0377096,0.00000385,274118000.0,2479338039.0,65748192475.0,100000000000,,0.52,-14.12,-13.77,1520453654
tether,Tether,USDT,15,0.999173,0.00010202,2922770000.0,2215307238.0,2217140814.0,2280109970.0,,-0.24,-0.12,-0.09,1520453645
ethereum-classic,Ethereum Classic,ETC,16,21.9319,0.00223925,399703000.0,2200830920.0,100348393.0,100348393.0,,1.36,-14.02,-35.38,1520453647
vechain,VeChain,VEN,17,4.01246,0.00040967,86795400.0,1906808417.0,475221788.0,873378637.0,,-0.33,-13.86,-15.93,1520453653
qtum,Qtum,QTUM,18,21.5225,0.00219745,98228600.0,1591201212.0,73931988.0,100431988.0,,0.26,-14.72,-19.07,1520453650
lisk,Lisk,LSK,19,15.4202,0.00157441,34285100.0,1581722542.0,102574710.0,118791356.0,,0.86,-7.0,-17.87,1520453646
nano,Nano,NANO,20,11.8663,0.00121155,59032600.0,1581164174.0,133248289.0,133248289.0,133248290.0,2.25,-8.76,-18.18,1520453649
bitcoin-gold,Bitcoin Gold,BTG,21,90.446,0.00923457,28901800.0,1525497156.0,16866386.0,16966386.0,21000000.0,0.24,-11.89,-21.06,1520453654
omisego,OmiseGO,OMG,22,14.2203,0.00145189,48376200.0,1451075699.0,102042552.0,140245398.0,,0.55,-9.51,-26.75,1520453652
zcash,Zcash,ZEC,23,342.992,0.0350196,55416600.0,1176297495.0,3429519.0,3429519.0,,0.04,-9.83,-11.92,1520453648
icon,ICON,ICX,24,2.9146,0.00029758,36605500.0,1124937551.0,385966359.0,400230000.0,,0.02,-13.4,-19.99,1520453656
binance-coin,Binance Coin,BNB,25,8.72428,0.00089075,74301000.0,863825860.0,99014000.0,197192382.0,,0.28,-5.83,-17.41,1520453652
digixdao,DigixDAO,DGD,26,408.251,0.0416825,43095900.0,816502000.0,2000000.0,2000000.0,,-1.0,-16.64,-26.64,1520453647
steem,Steem,STEEM,27,2.81637,0.00028755,6564520.0,707316247.0,251144646.0,268118740.0,,-0.18,-13.34,-15.0,1520453647
bytecoin-bcn,Bytecoin,BCN,28,0.00342517,0.00000035,2924270.0,629438913.0,183768663371,183768663371,184470000000,-0.4,-13.13,-26.78,1520453644
populous,Populous,PPT,29,16.8937,0.00172485,2447670.0,625134929.0,37004027.0,53252246.0,53252246.0,0.23,-15.75,-10.67,1520453653
stratis,Stratis,STRAT,30,6.25723,0.00063886,10761900.0,618012267.0,98767708.0,98767708.0,,-0.5,-13.38,-16.47,1520453647
waves,Waves,WAVES,31,6.09194,0.00062199,25061600.0,609194000.0,100000000.0,100000000.0,,2.3,-1.43,-4.95,1520453647
verge,Verge,XVG,32,0.0413442,0.00000422,22312700.0,606955878.0,14680556839.0,14680556839.0,16555000000.0,0.2,-16.06,-25.08,1520453644
status,Status,SNT,33,0.163259,0.00001667,51534900.0,566587713.0,3470483788.0,6804870174.0,,-0.55,-7.5,-0.74,1520453651
maker,Maker,MKR,34,878.249,0.0896695,742224.0,542957921.0,618228.0,1000000.0,,0.58,-7.67,-15.55,1520453649
rchain,RChain,RHOC,35,1.49626,0.00015277,834574.0,537769718.0,359409272.0,870663574.0,1000000000.0,0.45,-8.66,-16.71,1520453655
siacoin,Siacoin,SC,36,0.0152183,0.00000155,12148000.0,501398598.0,32947083309.0,32947083309.0,,-0.56,-15.28,-22.94,1520453645
dogecoin,Dogecoin,DOGE,37,0.00411271,0.00000042,16373800.0,466746100.0,113488697114,113488697114,,1.27,-10.82,-32.68,1520453641
waltonchain,Waltonchain,WTC,38,18.5214,0.00189104,58139400.0,461149114.0,24898178.0,70000000.0,100000000.0,1.81,-22.91,-9.66,1520453653
bitshares,BitShares,BTS,39,0.175255,0.00001789,21400300.0,457441838.0,2610150000.0,2610150000.0,3600570502.0,-0.08,-10.36,-22.09,1520453642
aeternity,Aeternity,AE,40,1.89507,0.00019349,4049450.0,441590106.0,233020472.0,273685830.0,,0.84,-11.05,-17.58,1520453652
decred,Decred,DCR,41,63.1382,0.00644644,1628060.0,434952798.0,6888901.0,7308901.0,21000000.0,-2.69,-13.36,-16.02,1520453646
augur,Augur,REP,42,39.0276,0.00398473,2038590.0,429303600.0,11000000.0,11000000.0,,1.09,-10.18,-15.38,1520453646
bytom,Bytom,BTM,43,0.369951,0.00003777,14124500.0,365141637.0,987000000.0,1407000000.0,,0.37,-9.83,7.38,1520453652
0x,0x,ZRX,44,0.695811,0.00007104,7575620.0,359591219.0,516794387.0,1000000000.0,,-0.46,-11.99,-25.99,1520453653
veritaseum,Veritaseum,VERI,45,175.144,0.0178823,992933.0,356706229.0,2036645.0,100000000.0,,0.63,-5.62,-20.18,1520453650
komodo,Komodo,KMD,46,3.4316,0.00035037,1582410.0,356382231.0,103853081.0,103853081.0,,0.85,-11.95,-7.62,1520453649
electroneum,Electroneum,ETN,47,0.0553031,0.00000565,1649040.0,351572144.0,6357186916.0,6357186916.0,21000000000.0,1.29,-11.56,-21.91,1520453656
ardor,Ardor,ARDR,48,0.344915,0.00003522,3813670.0,344569911.0,998999495.0,998999495.0,998999495.0,-0.21,-9.67,-11.74,1520453647
ark,Ark,ARK,49,3.36364,0.00034343,2557550.0,340007596.0,101083230.0,132333230.0,,0.69,-10.1,-6.28,1520453650
cryptonex,Cryptonex,CNX,50,6.86344,0.00070076,189774.0,309898470.0,45152062.0,106589688.0,210000000.0,3.59,-8.29,-7.67,1520453655
golem-network-tokens,Golem,GNT,51,0.369204,0.00003770,6133940.0,308012867.0,834262000.0,1000000000.0,,2.05,-12.06,2.24,1520453648
syscoin,Syscoin,SYS,52,0.56857,0.00005805,6366830.0,302155364.0,531430368.0,531430368.0,888000000.0,0.43,-10.63,-10.57,1520453643
dragonchain,Dragonchain,DRGN,53,1.24235,0.00012684,2055770.0,296203497.0,238421940.0,433494437.0,,0.84,-10.58,-2.09,1520453657
ethos,Ethos,ETHOS,54,3.8946,0.00039764,2807300.0,295241717.0,75807969.0,222295208.0,,2.94,-8.76,-2.81,1520453652
basic-attention-token,Basic Attention Token,BAT,55,0.288287,0.00002943,4743690.0,288287000.0,1000000000.0,1500000000.0,,0.03,-14.56,-16.91,1520453650
kucoin-shares,KuCoin Shares,KCS,56,3.07843,0.00031431,1074970.0,280269736.0,91043076.0,181043076.0,,0.05,-5.49,-26.75,1520453655
zilliqa,Zilliqa,ZIL,57,0.0421288,0.00000430,14320800.0,278274499.0,6605326966.0,12600000000.0,,4.86,-11.81,-14.73,1520453660
pivx,PIVX,PIVX,58,4.96494,0.00050692,3395310.0,276619122.0,55714494.0,55714494.0,,0.63,-12.35,-9.36,1520453646
hshare,Hshare,HSR,59,6.3935,0.00065278,29542400.0,273061899.0,42709298.0,42709298.0,84000000.0,-0.83,-23.08,-32.07,1520453653
gas,Gas,GAS,60,27.0459,0.0027614,7949490.0,266022058.0,9835948.0,15847360.0,100000000.0,2.06,-10.44,-31.15,1520453652
digibyte,DigiByte,DGB,61,0.026616,0.00000272,3970920.0,264559181.0,9939854998.0,9939854998.0,21000000000.0,0.31,-13.86,-19.96,1520453641
monacoin,MonaCoin,MONA,62,4.4855,0.00045797,4412370.0,259729401.0,57904225.0,57904225.0,,0.51,-10.67,-18.35,1520453642
aion,Aion,AION,63,2.55534,0.0002609,3911560.0,245706936.0,96154303.0,465934587.0,,0.95,-11.23,-10.22,1520453654
factom,Factom,FCT,64,27.334,0.00279081,2200450.0,239038618.0,8745102.0,8745102.0,,0.16,-15.84,-14.85,1520453645
qash,QASH,QASH,65,0.660622,0.00006745,5550100.0,231217700.0,350000000.0,1000000000.0,,-0.49,-14.34,-18.82,1520453656
particl,Particl,PART,66,25.7151,0.00262552,610968.0,228668988.0,8892401.0,8892401.0,,-0.41,-10.81,22.07,1520453652
loopring,Loopring,LRC,67,0.399033,0.00004074,2968300.0,226755148.0,568261642.0,1374956262.0,,-1.11,-15.72,-29.72,1520453653
byteball,Byteball Bytes,GBYTE,68,347.855,0.0355161,1022230.0,224443717.0,645222.0,1000000.0,,-2.03,-17.08,-13.86,1520453649
nebulas-token,Nebulas,NAS,69,6.30897,0.00064415,6446850.0,223968435.0,35500000.0,100000000.0,100000000.0,0.7,-12.76,-23.7,1520453653
funfair,FunFair,FUN,70,0.0473188,0.00000483,2952210.0,217906608.0,4605074689.0,10999873621.0,,0.34,-15.68,-7.88,1520453651
aelf,aelf,ELF,71,0.869574,0.00008878,14840600.0,217393500.0,250000000.0,280000000.0,1000000000.0,-4.31,-21.89,-22.57,1520453657
reddcoin,ReddCoin,RDD,72,0.00700068,0.00000071,8187210.0,201438629.0,28774151777.0,28774151777.0,,3.26,-12.75,-19.67,1520453641
revain,Revain,R,73,1.09052,0.00011134,5241850.0,201146414.0,184450000.0,484450000.0,484450000.0,0.17,-16.86,-53.04,1520453655
kyber-network,Kyber Network,KNC,74,1.47868,0.00015097,6893680.0,198339336.0,134132697.0,215625349.0,,0.41,-17.36,-18.13,1520453653
