id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated,current_ind
bitcoin,Bitcoin,BTC,1,9383.28,1.0,6853120000.0,158679944334,16910925.0,16910925.0,21000000.0,0.3,6.74,-17.66,1520679265,1
ethereum,Ethereum,ETH,2,729.352,0.0779395,1861580000.0,71548064576.0,98098126.0,98098126.0,,0.1,8.05,-15.54,1520679252,1
ripple,Ripple,XRP,3,0.832918,0.00008901,742939000.0,32560394396.0,39091956706.0,99992520283.0,100000000000,-0.04,6.73,-8.46,1520679241,1
bitcoin-cash,Bitcoin Cash,BCH,4,1050.81,0.112291,423783000.0,17873910317.0,17009650.0,17009650.0,21000000.0,0.02,8.69,-18.01,1520679251,1
litecoin,Litecoin,LTC,5,188.583,0.0201522,860562000.0,10478311294.0,55563393.0,55563393.0,84000000.0,0.43,13.2,-11.95,1520679240,1
neo,NEO,NEO,6,92.654,0.00990113,176588000.0,6022510000.0,65000000.0,100000000.0,100000000.0,0.32,10.84,-26.11,1520679247,1
stellar,Stellar,XLM,7,0.31212,0.00003335,31793600.0,5773726236.0,18498418032.0,103748462367,,0.15,9.31,-2.53,1520679243,1
cardano,Cardano,ADA,8,0.218704,0.00002337,178261000.0,5670354035.0,25927070538.0,31112483745.0,45000000000.0,-0.56,9.06,-26.66,1520679253,1
monero,Monero,XMR,9,288.687,0.0308495,111574000.0,4563724019.0,15808554.0,15808554.0,,-0.09,12.35,-19.25,1520679242,1
eos,EOS,EOS,10,6.1469,0.00065687,333233000.0,4417090746.0,718588353.0,900000000.0,1000000000.0,0.05,9.06,-24.33,1520679251,1
dash,Dash,DASH,11,516.321,0.0551748,101577000.0,4098258576.0,7937424.0,7937424.0,18900000.0,-0.52,14.17,-14.7,1520679241,1
iota,IOTA,MIOTA,12,1.42917,0.00015272,43393800.0,3972421295.0,2779530283.0,2779530283.0,2779530283.0,-0.19,13.47,-24.55,1520679250,1
nem,NEM,XEM,13,0.353246,0.00003775,34347900.0,3179214000.0,8999999999.0,8999999999.0,,0.57,3.03,-10.78,1520679244,1
tron,TRON,TRX,14,0.0374711,0.00000400,289257000.0,2463657095.0,65748192475.0,100000000000,,0.44,13.73,-24.43,1520679253,1
ethereum-classic,Ethereum Classic,ETC,15,22.2805,0.00238093,350172000.0,2237111546.0,100406703.0,100406703.0,,0.03,4.35,-24.3,1520679247,1
tether,Tether,USDT,16,1.00395,0.00010728,2595990000.0,2225898520.0,2217140814.0,2280109970.0,,0.12,0.4,0.54,1520679245,1
vechain,VeChain,VEN,17,3.76357,0.00040218,77826800.0,1810772093.0,481131504.0,873378637.0,,0.62,10.33,-16.95,1520679252,1
nano,Nano,NANO,18,12.0516,0.00128784,74859000.0,1605855082.0,133248289.0,133248289.0,133248290.0,1.16,27.3,-21.48,1520679249,1
lisk,Lisk,LSK,19,15.5088,0.00165729,22960400.0,1592209679.0,102664918.0,118881564.0,,0.67,9.37,-19.06,1520679246,1
