id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated
bitcoin,Bitcoin,BTC,1,9880.13,1.0,8366910000.0,167033349338,16905987.0,16905987.0,21000000.0,0.56,-8.21,-6.37,1520453367
ethereum,Ethereum,ETH,2,742.638,0.0758293,2083500000.0,72811956286.0,98045018.0,98045018.0,,-0.17,-8.83,-14.37,1520453353
ripple,Ripple,XRP,3,0.85115,0.00008691,846554000.0,33273118950.0,39091956706.0,99992520283.0,100000000000,0.21,-9.0,-7.21,1520453341
bitcoin-cash,Bitcoin Cash,BCH,4,1086.43,0.110933,437722000.0,18474823632.0,17005075.0,17005075.0,21000000.0,-0.05,-8.8,-11.05,1520453353
litecoin,Litecoin,LTC,5,182.102,0.0185941,723075000.0,10111492308.0,55526531.0,55526531.0,84000000.0,0.55,-7.1,-12.34,1520453341
neo,NEO,NEO,6,98.6058,0.0100685,272651000.0,6409377000.0,65000000.0,100000000.0,100000000.0,0.87,-5.95,-27.05,1520453347
cardano,Cardano,ADA,7,0.247127,0.00002523,185296000.0,6407279161.0,25927070538.0,31112483745.0,45000000000.0,0.43,-14.34,-21.68,1520453354
stellar,Stellar,XLM,8,0.318504,0.00003252,59912600.0,5882257006.0,18468392882.0,103748462367,,-0.35,-7.18,-7.04,1520453343
monero,Monero,XMR,9,333.367,0.0340395,153027000.0,5266861482.0,15798989.0,15798989.0,,0.1,-3.39,14.86,1520453342
eos,EOS,EOS,10,6.42494,0.00065604,421153000.0,4588530952.0,714174911.0,900000000.0,1000000000.0,0.03,-11.34,-25.25,1520453351
iota,IOTA,MIOTA,11,1.5138,0.00015457,65884700.0,4207652942.0,2779530283.0,2779530283.0,2779530283.0,0.93,-10.28,-20.24,1520453350
dash,Dash,DASH,12,511.296,0.0522075,110417000.0,4055736757.0,7932268.0,7932268.0,18900000.0,-0.0,-10.46,-13.96,1520453341
nem,NEM,XEM,13,0.298866,0.00003052,23398400.0,2689794000.0,8999999999.0,8999999999.0,,3.17,-11.28,-26.79,1520453345
tron,TRON,TRX,14,0.0376675,0.00000385,273855000.0,2476570040.0,65748192475.0,100000000000,,0.13,-14.23,-13.87,1520453355
tether,Tether,USDT,15,1.00034,0.00010214,2916780000.0,2217894641.0,2217140814.0,2280109970.0,,-0.11,-0.0,0.03,1520453345
ethereum-classic,Ethereum Classic,ETC,16,21.831,0.00222913,397447000.0,2190705768.0,100348393.0,100348393.0,,0.76,-14.4,-35.7,1520453347
vechain,VeChain,VEN,17,4.02099,0.00041057,86712600.0,1910862059.0,475221788.0,873378637.0,,-0.39,-13.66,-15.79,1520453353
qtum,Qtum,QTUM,18,21.4223,0.00218739,98248600.0,1583793227.0,73931988.0,100431988.0,,-0.36,-15.12,-19.45,1520453350
nano,Nano,NANO,19,11.8389,0.00120884,59052300.0,1577513171.0,133248289.0,133248289.0,133248290.0,1.75,-9.02,-18.29,1520453349
lisk,Lisk,LSK,20,15.3762,0.00157003,34179600.0,1577209254.0,102574710.0,118791356.0,,0.56,-7.26,-18.12,1520453346
bitcoin-gold,Bitcoin Gold,BTG,21,90.2562,0.00921589,28985800.0,1522295916.0,16866386.0,16966386.0,21000000.0,-0.01,-12.07,-21.24,1520453355
omisego,OmiseGO,OMG,22,14.2293,0.00145292,48332800.0,1451994082.0,102042552.0,140245398.0,,0.58,-9.45,-26.72,1520453352
zcash,Zcash,ZEC,23,342.839,0.0350067,55348400.0,1175772779.0,3429519.0,3429519.0,,-0.51,-9.9,-11.96,1520453348
icon,ICON,ICX,24,2.91619,0.00029777,36698800.0,1125551238.0,385966359.0,400230000.0,,-0.04,-13.34,-19.95,1520453358
binance-coin,Binance Coin,BNB,25,8.75759,0.00089422,74005500.0,867124016.0,99014000.0,197192382.0,,0.15,-5.45,-17.09,1520453352
digixdao,DigixDAO,DGD,26,408.484,0.0417095,43151800.0,816968000.0,2000000.0,2000000.0,,-1.17,-16.64,-26.62,1520453347
steem,Steem,STEEM,27,2.81946,0.00028789,6564900.0,708092284.0,251144646.0,268118740.0,,0.22,-13.25,-14.91,1520453347
bytecoin-bcn,Bytecoin,BCN,28,0.00342945,0.00000035,2923280.0,630225443.0,183768663371,183768663371,184470000000,-0.4,-13.16,-26.74,1520453343
populous,Populous,PPT,29,16.9661,0.00173237,2454670.0,627814021.0,37004027.0,53252246.0,53252246.0,0.52,-15.38,-10.41,1520453351
stratis,Stratis,STRAT,30,6.26075,0.00063927,10824300.0,618359929.0,98767708.0,98767708.0,,-0.49,-13.36,-16.44,1520453347
waves,Waves,WAVES,31,6.09159,0.000622,25004800.0,609159000.0,100000000.0,100000000.0,,2.02,-1.48,-4.97,1520453347
verge,Verge,XVG,32,0.0413562,0.00000422,22315600.0,607132045.0,14680556839.0,14680556839.0,16555000000.0,-0.0,-16.09,-25.06,1520453344
status,Status,SNT,33,0.163889,0.00001673,51753500.0,568774118.0,3470483788.0,6804870174.0,,-0.4,-7.1,-0.4,1520453351
maker,Maker,MKR,34,878.682,0.0897205,739956.0,543225613.0,618228.0,1000000.0,,0.4,-7.72,-15.5,1520453349
rchain,RChain,RHOC,35,1.49165,0.00015231,833991.0,536112841.0,359409272.0,870663574.0,1000000000.0,-0.05,-8.89,-16.97,1520453357
siacoin,Siacoin,SC,36,0.015258,0.00000156,12148200.0,502706597.0,32947083309.0,32947083309.0,,-0.46,-15.1,-22.75,1520453345
