id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated
bitcoin,Bitcoin,BTC,1,9867.18,1.0,8399460000.0,166814791760,16906025.0,16906025.0,21000000.0,0.15,-8.45,-6.4,1520456667
ethereum,Ethereum,ETH,2,740.8,0.0759154,2091100000.0,72632343617.0,98045820.0,98045820.0,,0.0,-9.18,-14.49,1520456653
ripple,Ripple,XRP,3,0.853844,0.00008750,852901000.0,33378432682.0,39091956706.0,99992520283.0,100000000000,0.33,-9.24,-6.78,1520456641
bitcoin-cash,Bitcoin Cash,BCH,4,1078.37,0.110508,435376000.0,18337816646.0,17005125.0,17005125.0,21000000.0,-0.84,-9.92,-11.65,1520456652
litecoin,Litecoin,LTC,5,181.819,0.0186324,723859000.0,10095910118.0,55527256.0,55527256.0,84000000.0,-0.02,-7.57,-12.24,1520456641
neo,NEO,NEO,6,98.7853,0.0101233,274704000.0,6421044500.0,65000000.0,100000000.0,100000000.0,0.5,-5.96,-26.43,1520456647
cardano,Cardano,ADA,7,0.245809,0.00002519,184923000.0,6373107282.0,25927070538.0,31112483745.0,45000000000.0,-0.56,-14.85,-21.81,1520456654
stellar,Stellar,XLM,8,0.315567,0.00003234,60127500.0,5828015336.0,18468392882.0,103748462367,,-0.73,-8.12,-7.63,1520456643
monero,Monero,XMR,9,333.523,0.0341787,154377000.0,5269373111.0,15799130.0,15799130.0,,0.28,-3.47,15.08,1520456642
eos,EOS,EOS,10,6.44213,0.00066017,422092000.0,4601135232.0,714225766.0,900000000.0,1000000000.0,0.26,-11.14,-24.89,1520456652
iota,IOTA,MIOTA,11,1.4863,0.00015231,64831400.0,4131215860.0,2779530283.0,2779530283.0,2779530283.0,-0.39,-12.36,-21.49,1520456650
dash,Dash,DASH,12,508.511,0.052111,111202000.0,4033696691.0,7932369.0,7932369.0,18900000.0,-0.38,-10.85,-14.27,1520456641
nem,NEM,XEM,13,0.30193,0.00003094,24113400.0,2717370000.0,8999999999.0,8999999999.0,,1.86,-10.54,-25.88,1520456644
tron,TRON,TRX,14,0.0381137,0.00000391,276234000.0,2505906884.0,65748192475.0,100000000000,,1.61,-13.27,-13.06,1520456653
tether,Tether,USDT,15,0.997481,0.00010222,2935120000.0,2211555836.0,2217140814.0,2280109970.0,,-0.32,-0.26,-0.26,1520456645
ethereum-classic,Ethereum Classic,ETC,16,21.7728,0.00223122,400757000.0,2184888614.0,100349455.0,100349455.0,,-0.15,-14.8,-35.57,1520456647
vechain,VeChain,VEN,17,3.97407,0.00040725,87561200.0,1895173047.0,476884667.0,873378637.0,,-0.77,-15.06,-16.32,1520456653
lisk,Lisk,LSK,18,15.4435,0.00158261,34034600.0,1584134771.0,102576150.0,118792796.0,,0.45,-7.36,-17.53,1520456646
nano,Nano,NANO,19,11.8413,0.00121346,59347200.0,1577832967.0,133248289.0,133248289.0,133248290.0,0.74,-9.3,-18.89,1520456649
qtum,Qtum,QTUM,20,21.3219,0.00218501,101694000.0,1576372587.0,73932088.0,100432088.0,,-0.38,-15.55,-19.72,1520456650
bitcoin-gold,Bitcoin Gold,BTG,21,89.9706,0.00921997,28544800.0,1517497995.0,16866599.0,16966599.0,21000000.0,-0.41,-12.6,-21.34,1520456655
omisego,OmiseGO,OMG,22,14.1581,0.00145089,48351400.0,1444728652.0,102042552.0,140245398.0,,-0.18,-10.13,-26.87,1520456651
zcash,Zcash,ZEC,23,341.699,0.0350165,55346200.0,1171957095.0,3429794.0,3429794.0,,-0.35,-10.07,-12.22,1520456648
icon,ICON,ICX,24,2.95433,0.00030275,35047700.0,1140271995.0,385966359.0,400230000.0,,1.64,-12.68,-18.72,1520456655
binance-coin,Binance Coin,BNB,25,8.69396,0.00089094,71841400.0,860823755.0,99014000.0,197192382.0,,-0.22,-6.42,-17.66,1520456653
digixdao,DigixDAO,DGD,26,401.831,0.0411787,42280500.0,803662000.0,2000000.0,2000000.0,,-1.49,-17.49,-27.71,1520456646
steem,Steem,STEEM,27,2.77045,0.00028391,6517610.0,695893911.0,251184433.0,268158527.0,,-2.5,-14.81,-16.26,1520456646
populous,Populous,PPT,28,17.2063,0.00176326,2446090.0,636702388.0,37004027.0,53252246.0,53252246.0,1.66,-14.2,-8.57,1520456652
bytecoin-bcn,Bytecoin,BCN,29,0.0034452,0.00000035,2829610.0,633120093.0,183768748666,183768748666,184470000000,0.35,-12.53,-26.03,1520456642
stratis,Stratis,STRAT,30,6.20438,0.00063581,10943800.0,612792747.0,98767765.0,98767765.0,,-0.95,-14.34,-16.95,1520456647
waves,Waves,WAVES,31,6.12183,0.00062735,25635200.0,612183000.0,100000000.0,100000000.0,,0.95,-1.0,-4.14,1520456648
verge,Verge,XVG,32,0.0413074,0.00000423,22415300.0,606422985.0,14680734799.0,14680734799.0,16555000000.0,0.32,-16.25,-25.03,1520456644
status,Status,SNT,33,0.162261,0.00001663,51526500.0,563124170.0,3470483788.0,6804870174.0,,-0.53,-8.24,-0.98,1520456651
maker,Maker,MKR,34,864.231,0.0885644,799138.0,534291604.0,618228.0,1000000.0,,-1.42,-9.0,-16.93,1520456649
rchain,RChain,RHOC,35,1.4785,0.00015151,820100.0,531386609.0,359409272.0,870663574.0,1000000000.0,-0.95,-10.51,-17.7,1520456655
siacoin,Siacoin,SC,36,0.015047,0.00000154,11972100.0,495778124.0,32948635874.0,32948635874.0,,-1.0,-16.18,-23.66,1520456645
dogecoin,Dogecoin,DOGE,37,0.00406596,0.00000042,16254100.0,461440503.0,113488697114,113488697114,,-0.42,-12.18,-33.38,1520456641
waltonchain,Waltonchain,WTC,38,18.4001,0.0018856,55722700.0,458128965.0,24898178.0,70000000.0,100000000.0,-0.78,-23.11,-9.01,1520456653
bitshares,BitShares,BTS,39,0.174885,0.00001792,21334100.0,456476083.0,2610150000.0,2610150000.0,3600570502.0,-0.08,-11.04,-22.44,1520456643
aeternity,Aeternity,AE,40,1.89066,0.00019375,4046820.0,440562486.0,233020472.0,273685830.0,,0.13,-11.38,-17.71,1520456650
decred,Decred,DCR,41,61.9716,0.0063507,1605670.0,426923030.0,6889011.0,7309011.0,21000000.0,-2.78,-14.22,-17.62,1520456646
augur,Augur,REP,42,38.5157,0.003947,2226080.0,423672700.0,11000000.0,11000000.0,,-0.85,-11.44,-16.44,1520456645
komodo,Komodo,KMD,43,3.54717,0.00036351,1723860.0,368384532.0,103853081.0,103853081.0,,4.31,-8.97,-4.19,1520456649
bytom,Bytom,BTM,44,0.369767,0.00003789,14206400.0,364960029.0,987000000.0,1407000000.0,,0.25,-9.98,7.41,1520456652
0x,0x,ZRX,45,0.689619,0.00007067,7579590.0,356533788.0,517001110.0,1000000000.0,,-1.04,-12.66,-26.34,1520456652
veritaseum,Veritaseum,VERI,46,173.945,0.0178254,998812.0,354264291.0,2036645.0,100000000.0,,-0.02,-7.43,-20.87,1520456651
electroneum,Electroneum,ETN,47,0.0551835,0.00000566,1679050.0,350834317.0,6357594516.0,6357594516.0,21000000000.0,-0.54,-12.0,-21.8,1520456656
ardor,Ardor,ARDR,48,0.34345,0.00003520,3781350.0,343106377.0,998999495.0,998999495.0,998999495.0,-0.56,-10.59,-11.84,1520456647
ark,Ark,ARK,49,3.32523,0.00034076,2530410.0,336127982.0,101084130.0,132334130.0,,-0.87,-10.98,-7.39,1520456650
cryptonex,Cryptonex,CNX,50,6.83822,0.00070076,189076.0,308760152.0,45152123.0,106589749.0,210000000.0,-0.2,-8.69,-7.96,1520456654
golem-network-tokens,Golem,GNT,51,0.367943,0.00003771,6049340.0,306960863.0,834262000.0,1000000000.0,,1.02,-12.32,1.67,1520456648
syscoin,Syscoin,SYS,52,0.565173,0.00005792,6374460.0,300350659.0,531431365.0,531431365.0,888000000.0,-0.53,-11.15,-10.79,1520456643
ethos,Ethos,ETHOS,53,3.93146,0.00040289,2823890.0,298300166.0,75875162.0,222295208.0,,1.27,-7.23,-1.57,1520456652
dragonchain,Dragonchain,DRGN,54,1.23339,0.0001264,2019090.0,294067237.0,238421940.0,433494437.0,,-0.37,-12.94,-2.43,1520456657
basic-attention-token,Basic Attention Token,BAT,55,0.290209,0.00002974,4764910.0,290209000.0,1000000000.0,1500000000.0,,1.04,-14.07,-16.18,1520456650
kucoin-shares,KuCoin Shares,KCS,56,3.0857,0.00031622,1100110.0,280931620.0,91043076.0,181043076.0,,0.23,-4.97,-26.57,1520456655
zilliqa,Zilliqa,ZIL,57,0.0419747,0.00000430,14360300.0,277256618.0,6605326966.0,12600000000.0,,0.11,-11.77,-14.93,1520456660
pivx,PIVX,PIVX,58,4.92991,0.0005052,3308170.0,274668749.0,55714759.0,55714759.0,,-0.36,-12.87,-9.9,1520456647
hshare,Hshare,HSR,59,6.34146,0.00064986,30792500.0,270840372.0,42709466.0,42709466.0,84000000.0,-1.03,-23.69,-32.47,1520456653
gas,Gas,GAS,60,27.3485,0.00280261,7994040.0,268998416.0,9835948.0,15847360.0,100000000.0,0.48,-9.86,-30.29,1520456652
digibyte,DigiByte,DGB,61,0.0266594,0.00000273,3992810.0,264995327.0,9940033429.0,9940033429.0,21000000000.0,0.2,-14.07,-19.65,1520456641
