id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated,__extra_
bitcoin,Bitcoin,BTC,1,10526.9,1.0,7182590000.0,177957633995,16905037.0,16905037.0,21000000.0,-0.69,-6.15,-1.9,1520416765,
ethereum,Ethereum,ETH,2,779.607,0.0743399,1903990000.0,76429851147.0,98036384.0,98036384.0,,-1.04,-7.62,-10.88,1520416752,
ripple,Ripple,XRP,3,0.901872,0.00008600,810711000.0,35255941178.0,39091956706.0,99992520283.0,100000000000,-0.52,-6.81,-2.98,1520416741,
bitcoin-cash,Bitcoin Cash,BCH,4,1153.72,0.110013,438240000.0,19618359633.0,17004438.0,17004438.0,21000000.0,-0.77,-7.01,-6.65,1520416752,
litecoin,Litecoin,LTC,5,189.488,0.0180688,666081000.0,10520374855.0,55520006.0,55520006.0,84000000.0,-1.1,-7.96,-11.38,1520416741,
cardano,Cardano,ADA,6,0.266408,0.00002540,122136000.0,6907179008.0,25927070538.0,31112483745.0,45000000000.0,-0.54,-10.08,-17.3,1520416754,
neo,NEO,NEO,7,105.396,0.0100501,236576000.0,6850740000.0,65000000.0,100000000.0,100000000.0,-1.91,-4.51,-23.27,1520416747,
stellar,Stellar,XLM,8,0.32569,0.00003106,37140200.0,6014966904.0,18468380682.0,103748462367,,-0.64,-9.26,-6.83,1520416743,
monero,Monero,XMR,9,342.384,0.0326483,101633000.0,5408803864.0,15797478.0,15797478.0,,-0.99,-5.5,15.51,1520416742,
eos,EOS,EOS,10,6.90724,0.00065865,336367000.0,4922416522.0,712645937.0,900000000.0,1000000000.0,-1.1,-11.59,-21.57,1520416751,
iota,IOTA,MIOTA,11,1.65256,0.00015758,67314400.0,4593340564.0,2779530283.0,2779530283.0,2779530283.0,-1.91,-10.73,-15.14,1520416751,
dash,Dash,DASH,12,555.859,0.0530044,123236000.0,4408769336.0,7931453.0,7931453.0,18900000.0,-0.56,-6.26,-7.86,1520416741,
nem,NEM,XEM,13,0.321819,0.00003069,22178200.0,2896371000.0,8999999999.0,8999999999.0,,-1.44,-8.3,-21.29,1520416744,
tron,TRON,TRX,14,0.0424793,0.00000405,239402000.0,2792937193.0,65748192475.0,100000000000,,-0.74,-7.95,0.72,1520416753,
ethereum-classic,Ethereum Classic,ETC,15,23.6468,0.00225486,400454000.0,2372697613.0,100339057.0,100339057.0,,-0.24,-10.19,-32.06,1520416746,
tether,Tether,USDT,16,0.999764,0.00009533,2644970000.0,2216617568.0,2217140814.0,2280109970.0,,-0.17,-0.09,-0.09,1520416745,
vechain,VeChain,VEN,17,4.44524,0.00042388,146696000.0,2112474903.0,475221788.0,873378637.0,,-3.87,-1.11,-12.01,1520416752,
qtum,Qtum,QTUM,18,23.2999,0.00222177,138556000.0,1722584814.0,73930996.0,100430996.0,,-0.8,-10.53,-14.35,1520416749,
