id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated
bitcoin,Bitcoin,BTC,1,9878.47,1.0,8389000000.0,167005285400,16905987.0,16905987.0,21000000.0,0.4,-8.24,-6.39,1520453067
ethereum,Ethereum,ETH,2,742.79,0.0754427,2085950000.0,72826859128.0,98045018.0,98045018.0,,-0.24,-8.85,-14.36,1520453052
ripple,Ripple,XRP,3,0.85166,0.00008650,845650000.0,33293055848.0,39091956706.0,99992520283.0,100000000000,0.05,-8.94,-7.17,1520453041
bitcoin-cash,Bitcoin Cash,BCH,4,1092.28,0.110939,440137000.0,18574303321.0,17005075.0,17005075.0,21000000.0,0.36,-8.31,-10.57,1520453052
litecoin,Litecoin,LTC,5,182.36,0.0185217,723796000.0,10125818152.0,55526531.0,55526531.0,84000000.0,0.6,-6.94,-12.23,1520453040
cardano,Cardano,ADA,6,0.248335,0.00002522,185951000.0,6438599062.0,25927070538.0,31112483745.0,45000000000.0,0.75,-13.91,-21.3,1520453054
neo,NEO,NEO,7,98.7323,0.0100279,273078000.0,6417599500.0,65000000.0,100000000.0,100000000.0,0.58,-5.85,-26.97,1520453047
stellar,Stellar,XLM,8,0.319276,0.00003243,60059700.0,5896514606.0,18468392882.0,103748462367,,-0.54,-6.98,-6.83,1520453043
monero,Monero,XMR,9,333.658,0.0338885,153109000.0,5271458987.0,15798989.0,15798989.0,,0.07,-3.3,14.96,1520453042
eos,EOS,EOS,10,6.45139,0.00065525,422381000.0,4607420878.0,714174911.0,900000000.0,1000000000.0,0.36,-10.96,-24.95,1520453051
iota,IOTA,MIOTA,11,1.49314,0.00015165,64558700.0,4150227847.0,2779530283.0,2779530283.0,2779530283.0,-0.49,-11.49,-21.35,1520453050
dash,Dash,DASH,12,512.271,0.0520296,110778000.0,4063470718.0,7932268.0,7932268.0,18900000.0,0.17,-10.29,-13.81,1520453041
nem,NEM,XEM,13,0.302016,0.00003067,23497600.0,2718144000.0,8999999999.0,8999999999.0,,4.04,-10.36,-26.02,1520453044
