id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated
bitcoin,Bitcoin,BTC,1,9853.16,1.0,8372880000.0,166577641198,16906012.0,16906012.0,21000000.0,0.29,-8.49,-6.58,1520455467
ethereum,Ethereum,ETH,2,742.003,0.0759131,2091590000.0,72750098242.0,98045558.0,98045558.0,,0.38,-8.95,-14.39,1520455453
ripple,Ripple,XRP,3,0.851934,0.00008716,848574000.0,33303767044.0,39091956706.0,99992520283.0,100000000000,0.58,-9.27,-7.07,1520455441
bitcoin-cash,Bitcoin Cash,BCH,4,1082.23,0.110722,436094000.0,18403442901.0,17005113.0,17005113.0,21000000.0,-0.3,-9.35,-11.38,1520455452
litecoin,Litecoin,LTC,5,181.417,0.0185605,722649000.0,10073547342.0,55527031.0,55527031.0,84000000.0,-0.11,-7.6,-12.53,1520455441
neo,NEO,NEO,6,98.7247,0.0101004,274224000.0,6417105500.0,65000000.0,100000000.0,100000000.0,1.2,-5.9,-26.64,1520455449
cardano,Cardano,ADA,7,0.246543,0.00002522,184457000.0,6392137752.0,25927070538.0,31112483745.0,45000000000.0,0.05,-14.56,-21.71,1520455454
stellar,Stellar,XLM,8,0.316453,0.00003238,59971500.0,5844378333.0,18468392882.0,103748462367,,-0.11,-7.79,-7.49,1520455443
monero,Monero,XMR,9,334.729,0.0342455,154315000.0,5288411649.0,15799084.0,15799084.0,,1.19,-3.03,15.42,1520455442
eos,EOS,EOS,10,6.42711,0.00065755,421727000.0,4590341700.0,714215518.0,900000000.0,1000000000.0,0.58,-11.24,-25.16,1520455451
iota,IOTA,MIOTA,11,1.48609,0.00015204,64730900.0,4130632158.0,2779530283.0,2779530283.0,2779530283.0,-0.0,-12.18,-21.58,1520455451
dash,Dash,DASH,12,509.689,0.0521454,111359000.0,4043024494.0,7932336.0,7932336.0,18900000.0,-0.03,-10.73,-14.13,1520455441
nem,NEM,XEM,13,0.307577,0.00003147,24184600.0,2768193000.0,8999999999.0,8999999999.0,,5.92,-8.79,-24.57,1520455444
tron,TRON,TRX,14,0.0380653,0.00000389,275250000.0,2502724671.0,65748192475.0,100000000000,,2.04,-13.33,-13.1,1520455453
