id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated
bitcoin,Bitcoin,BTC,1,10571.8,1.0,7196820000.0,178716670157,16905037.0,16905037.0,21000000.0,0.09,-5.49,-1.4,1520417667
ethereum,Ethereum,ETH,2,783.257,0.07414,1903680000.0,76787683949.0,98036384.0,98036384.0,,-0.27,-7.09,-10.43,1520417652
ripple,Ripple,XRP,3,0.90701,0.00008585,804070000.0,35456795652.0,39091956706.0,99992520283.0,100000000000,0.4,-5.72,-2.34,1520417642
bitcoin-cash,Bitcoin Cash,BCH,4,1162.7,0.110056,439366000.0,19771059481.0,17004438.0,17004438.0,21000000.0,0.37,-6.1,-5.85,1520417652
litecoin,Litecoin,LTC,5,190.639,0.0180451,666191000.0,10584278381.0,55520006.0,55520006.0,84000000.0,-0.03,-7.22,-10.72,1520417642
cardano,Cardano,ADA,6,0.268331,0.00002540,122518000.0,6957036765.0,25927070538.0,31112483745.0,45000000000.0,0.61,-9.17,-16.6,1520417655
neo,NEO,NEO,7,106.451,0.0100762,236380000.0,6919315000.0,65000000.0,100000000.0,100000000.0,-0.14,-3.06,-22.42,1520417648
stellar,Stellar,XLM,8,0.327489,0.00003100,36960000.0,6048191521.0,18468380682.0,103748462367,,0.23,-8.42,-6.21,1520417644
monero,Monero,XMR,9,345.329,0.0326874,101688000.0,5455327438.0,15797478.0,15797478.0,,0.61,-4.43,16.62,1520417643
eos,EOS,EOS,10,6.97037,0.00065979,338907000.0,4967405860.0,712645937.0,900000000.0,1000000000.0,0.49,-10.51,-20.82,1520417652
iota,IOTA,MIOTA,11,1.67929,0.00015896,68501000.0,4667637409.0,2779530283.0,2779530283.0,2779530283.0,0.46,-8.6,-13.68,1520417651
dash,Dash,DASH,12,558.814,0.052895,122797000.0,4432206778.0,7931453.0,7931453.0,18900000.0,0.16,-5.54,-7.32,1520417642
nem,NEM,XEM,13,0.322485,0.00003053,21887400.0,2902365000.0,8999999999.0,8999999999.0,,-0.78,-7.8,-21.06,1520417646
tron,TRON,TRX,14,0.0426872,0.00000404,240941000.0,2806606242.0,65748192475.0,100000000000,,-0.06,-7.17,1.22,1520417654
ethereum-classic,Ethereum Classic,ETC,15,23.7544,0.00224849,401968000.0,2383494096.0,100339057.0,100339057.0,,0.86,-9.34,-31.69,1520417648
tether,Tether,USDT,16,1.00002,0.00009466,2628950000.0,2217185156.0,2217140814.0,2280109970.0,,-0.18,-0.07,-0.06,1520417646
vechain,VeChain,VEN,17,4.423,0.00041866,149542000.0,2101905971.0,475221788.0,873378637.0,,-3.16,-1.06,-12.25,1520417654
qtum,Qtum,QTUM,18,23.525,0.00222678,140807000.0,1739226681.0,73930996.0,100430996.0,,0.42,-9.44,-13.41,1520417651
nano,Nano,NANO,19,12.7486,0.00120673,61271300.0,1698729140.0,133248289.0,133248289.0,133248290.0,-0.22,-7.38,-11.11,1520417650
lisk,Lisk,LSK,20,16.2541,0.00153854,28907000.0,1667025663.0,102560318.0,118776964.0,,-0.27,-9.12,-15.58,1520417648
bitcoin-gold,Bitcoin Gold,BTG,21,98.4802,0.00932174,28092800.0,1660921367.0,16865536.0,16965536.0,21000000.0,-0.99,-7.42,-15.89,1520417656
omisego,OmiseGO,OMG,22,15.7888,0.00149451,46725800.0,1611129441.0,102042552.0,140245398.0,,-0.03,-5.46,-21.38,1520417652
zcash,Zcash,ZEC,23,364.521,0.0345041,66010600.0,1249038041.0,3426519.0,3426519.0,,-0.47,-5.78,-8.82,1520417649
icon,ICON,ICX,24,3.20459,0.00030333,31014000.0,1236863936.0,385966359.0,400230000.0,,-0.38,-7.42,-14.92,1520417656
digixdao,DigixDAO,DGD,25,481.379,0.0455654,62035200.0,962758000.0,2000000.0,2000000.0,,-0.38,-3.88,-11.79,1520417648
binance-coin,Binance Coin,BNB,26,9.38857,0.00088868,45231800.0,929599870.0,99014000.0,197192382.0,,-0.39,-4.4,-12.18,1520417653
steem,Steem,STEEM,27,3.05916,0.00028957,5582840.0,768151212.0,251098737.0,268072831.0,,0.5,-9.74,-9.65,1520417647
bytecoin-bcn,Bytecoin,BCN,28,0.00384837,0.00000036,3945340.0,707206958.0,183767922061,183767922061,184470000000,-0.34,-6.49,-22.48,1520417645
populous,Populous,PPT,29,19.0812,0.00180615,2219450.0,706081238.0,37004027.0,53252246.0,53252246.0,1.29,-7.0,-8.01,1520417652
verge,Verge,XVG,30,0.0470858,0.00000446,15151500.0,691165630.0,14678854978.0,14678854978.0,16555000000.0,-0.02,-10.28,-18.26,1520417645
stratis,Stratis,STRAT,31,6.97664,0.00066038,10656200.0,689062983.0,98767169.0,98767169.0,,-0.24,-10.0,-9.01,1520417648
waves,Waves,WAVES,32,5.91566,0.00055995,24615200.0,591566000.0,100000000.0,100000000.0,,-0.73,-8.42,-10.06,1520417647
rchain,RChain,RHOC,33,1.61621,0.00015298,966389.0,580880860.0,359409272.0,870663574.0,1000000000.0,-0.27,-5.86,-12.66,1520417656
status,Status,SNT,34,0.165909,0.00001570,46008400.0,575784495.0,3470483788.0,6804870174.0,,1.0,-8.52,-2.13,1520417652
maker,Maker,MKR,35,909.969,0.086134,471483.0,562568106.0,618228.0,1000000.0,,-0.4,-4.86,-12.88,1520417649
waltonchain,Waltonchain,WTC,36,22.0368,0.00208592,96763900.0,548676169.0,24898178.0,70000000.0,100000000.0,0.81,6.31,0.08,1520417653
siacoin,Siacoin,SC,37,0.0166439,0.00000158,8988350.0,548249071.0,32939940222.0,32939940222.0,,0.8,-13.53,-20.5,1520417646
dogecoin,Dogecoin,DOGE,38,0.00440736,0.00000042,15525200.0,500185544.0,113488697114,113488697114,,-0.62,-10.07,-28.76,1520417642
bitshares,BitShares,BTS,39,0.185465,0.00001756,25047600.0,484084051.0,2610110000.0,2610110000.0,3600570502.0,-2.01,-12.18,-16.14,1520417644
decred,Decred,DCR,40,70.2674,0.00665123,1246740.0,483899578.0,6886545.0,7306545.0,21000000.0,-0.76,-10.02,-8.46,1520417647
aeternity,Aeternity,AE,41,2.04699,0.00019376,3220620.0,476990576.0,233020472.0,273685830.0,,-0.46,-7.64,-15.94,1520417651
augur,Augur,REP,42,42.0516,0.00398043,1699230.0,462567600.0,11000000.0,11000000.0,,-0.37,-7.75,-12.02,1520417646
veritaseum,Veritaseum,VERI,43,198.5,0.0187892,658618.0,404274120.0,2036645.0,100000000.0,,0.74,1.35,-14.79,1520417651
electroneum,Electroneum,ETN,44,0.0634592,0.00000601,2443980.0,403161659.0,6353084485.0,6353084485.0,21000000000.0,2.05,-9.79,-16.52,1520417656
0x,0x,ZRX,45,0.763868,0.00007230,7105460.0,394762695.0,516794387.0,1000000000.0,,-0.09,-11.55,-21.35,1520417653
komodo,Komodo,KMD,46,3.72339,0.00035244,1397830.0,386685409.0,103853050.0,103853050.0,,0.2,-12.21,-1.21,1520417650
bytom,Bytom,BTM,47,0.386908,0.00003662,16278400.0,381878196.0,987000000.0,1407000000.0,,-1.18,-9.08,11.05,1520417653
ark,Ark,ARK,48,3.69456,0.00034971,3159150.0,373425177.0,101074330.0,132324330.0,,1.41,-7.75,0.45,1520417650
ardor,Ardor,ARDR,49,0.364986,0.00003455,2539880.0,364620830.0,998999495.0,998999495.0,998999495.0,-0.31,-7.43,-9.94,1520417649
dragonchain,Dragonchain,DRGN,50,1.41483,0.00013392,2617050.0,337326513.0,238421940.0,433494437.0,,0.61,-9.68,7.12,1520417657
basic-attention-token,Basic Attention Token,BAT,51,0.331063,0.00003134,3426480.0,331063000.0,1000000000.0,1500000000.0,,0.93,-9.58,-7.61,1520417651
cryptonex,Cryptonex,CNX,52,7.29471,0.00069049,200885.0,329366637.0,45151437.0,106589062.0,210000000.0,-1.01,-6.18,-4.11,1520417655
syscoin,Syscoin,SYS,53,0.616121,0.00005832,1716690.0,327419611.0,531420956.0,531420956.0,888000000.0,-0.21,-7.06,-4.79,1520417644
hshare,Hshare,HSR,54,7.51424,0.00071127,28510000.0,320915242.0,42707611.0,42707611.0,84000000.0,-0.87,-13.61,-23.47,1520417653
gas,Gas,GAS,55,32.2532,0.00305296,4496980.0,318214629.0,9866141.0,15967960.0,100000000.0,-1.09,-1.05,-20.52,1520417652
golem-network-tokens,Golem,GNT,56,0.378587,0.00003584,7132950.0,315840748.0,834262000.0,1000000000.0,,-1.74,-16.7,5.88,1520417649
ethos,Ethos,ETHOS,57,4.13119,0.00039104,3356850.0,313177124.0,75807969.0,222295208.0,,-0.66,-3.96,1.72,1520417653
