id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated
bitcoin,Bitcoin,BTC,1,10005.3,1.0,8563250000.0,169150102065,16906050.0,16906050.0,21000000.0,1.58,-7.35,-4.99,1520459066
ethereum,Ethereum,ETH,2,749.28,0.0757236,2122650000.0,73464213522.0,98046409.0,98046409.0,,1.03,-8.35,-13.44,1520459052
ripple,Ripple,XRP,3,0.87667,0.00008860,880082000.0,34270745685.0,39091956706.0,99992520283.0,100000000000,2.97,-6.87,-4.14,1520459041
bitcoin-cash,Bitcoin Cash,BCH,4,1088.38,0.109993,437455000.0,18508105971.0,17005188.0,17005188.0,21000000.0,0.6,-9.45,-10.75,1520459051
litecoin,Litecoin,LTC,5,184.847,0.018681,735182000.0,10264111345.0,55527606.0,55527606.0,84000000.0,1.88,-6.4,-10.59,1520459041
neo,NEO,NEO,6,100.437,0.0101503,280781000.0,6528405000.0,65000000.0,100000000.0,100000000.0,1.85,-4.64,-24.93,1520459047
cardano,Cardano,ADA,7,0.251036,0.00002537,189770000.0,6508628080.0,25927070538.0,31112483745.0,45000000000.0,1.97,-13.09,-19.9,1520459054
stellar,Stellar,XLM,8,0.323166,0.00003266,61348400.0,5968356816.0,18468393382.0,103748462367,,2.22,-6.0,-5.17,1520459043
monero,Monero,XMR,9,336.738,0.0340313,156652000.0,5320184315.0,15799180.0,15799180.0,,0.78,-2.67,16.36,1520459042
eos,EOS,EOS,10,6.59151,0.00066615,428680000.0,4708156651.0,714275887.0,900000000.0,1000000000.0,2.56,-9.35,-23.0,1520459050
iota,IOTA,MIOTA,11,1.51041,0.00015264,66267500.0,4198230335.0,2779530283.0,2779530283.0,2779530283.0,2.21,-11.28,-20.06,1520459050
dash,Dash,DASH,12,513.711,0.0519166,109653000.0,4074965367.0,7932408.0,7932408.0,18900000.0,0.96,-9.99,-13.28,1520459041
nem,NEM,XEM,13,0.306113,0.00003094,24338700.0,2755017000.0,8999999999.0,8999999999.0,,0.75,-9.52,-24.69,1520459044
tron,TRON,TRX,14,0.0389479,0.00000394,283349000.0,2560754026.0,65748192475.0,100000000000,,2.83,-11.5,-11.29,1520459053
ethereum-classic,Ethereum Classic,ETC,15,21.9753,0.00222086,404949000.0,2205226190.0,100350220.0,100350220.0,,0.56,-14.03,-34.75,1520459047
tether,Tether,USDT,16,0.997699,0.00010083,2966710000.0,2152176248.0,2157139827.0,2220000000.0,,-0.33,-0.25,-0.26,1520459045
vechain,VeChain,VEN,17,4.05794,0.0004101,88628300.0,1935169364.0,476884667.0,873378637.0,,1.95,-14.24,-14.28,1520459052
qtum,Qtum,QTUM,18,21.9629,0.00221961,107556000.0,1623764549.0,73932156.0,100432156.0,,3.22,-13.1,-17.17,1520459050
lisk,Lisk,LSK,19,15.7955,0.00159632,34561800.0,1620256739.0,102577110.0,118793756.0,,2.75,-5.73,-15.45,1520459046
nano,Nano,NANO,20,11.9926,0.00121199,60122300.0,1597993433.0,133248289.0,133248289.0,133248290.0,0.61,-8.53,-18.14,1520459049
bitcoin-gold,Bitcoin Gold,BTG,21,91.4355,0.00924064,28833500.0,1542210447.0,16866649.0,16966649.0,21000000.0,1.61,-11.51,-19.9,1520459054
omisego,OmiseGO,OMG,22,14.4228,0.00145759,49292800.0,1471739316.0,102042552.0,140245398.0,,1.7,-8.74,-25.24,1520459052
zcash,Zcash,ZEC,23,346.481,0.035016,56328200.0,1188436327.0,3430019.0,3430019.0,,1.31,-8.84,-10.96,1520459048
icon,ICON,ICX,24,2.98273,0.00030144,34009900.0,1151233439.0,385966359.0,400230000.0,,1.45,-12.65,-17.78,1520459055
binance-coin,Binance Coin,BNB,25,8.77137,0.00088645,72660200.0,868488429.0,99014000.0,197192382.0,,0.76,-5.97,-16.85,1520459051
digixdao,DigixDAO,DGD,26,405.815,0.0410124,42200400.0,811630000.0,2000000.0,2000000.0,,-0.01,-16.49,-27.07,1520459046
steem,Steem,STEEM,27,2.83658,0.00028667,6630180.0,712520335.0,251189931.0,268164025.0,,1.82,-12.86,-14.08,1520459046
populous,Populous,PPT,28,17.2838,0.00174673,2539690.0,639570200.0,37004027.0,53252246.0,53252246.0,0.61,-13.6,-7.85,1520459051
bytecoin-bcn,Bytecoin,BCN,29,0.00347222,0.00000035,2840560.0,638085747.0,183768812630,183768812630,184470000000,0.99,-12.02,-25.17,1520459042
verge,Verge,XVG,30,0.042359,0.00000428,22859600.0,621865936.0,14680845539.0,14680845539.0,16555000000.0,2.72,-14.24,-23.02,1520459043
waves,Waves,WAVES,31,6.1666,0.00062321,26567900.0,616660000.0,100000000.0,100000000.0,,1.07,-0.38,-3.17,1520459046
stratis,Stratis,STRAT,32,6.22001,0.00062861,11403800.0,614336711.0,98767801.0,98767801.0,,0.13,-14.55,-16.54,1520459046
status,Status,SNT,33,0.163177,0.00001649,51966900.0,566303133.0,3470483788.0,6804870174.0,,0.6,-7.87,-0.05,1520459051
rchain,RChain,RHOC,34,1.51569,0.00015318,817560.0,544753040.0,359409272.0,870663574.0,1000000000.0,2.0,-8.57,-15.58,1520459054
maker,Maker,MKR,35,862.538,0.0871696,829965.0,533244944.0,618228.0,1000000.0,,-0.98,-9.27,-17.06,1520459049
siacoin,Siacoin,SC,36,0.0151504,0.00000153,12095800.0,499199125.0,32949567365.0,32949567365.0,,-0.16,-15.73,-22.98,1520459044
waltonchain,Waltonchain,WTC,37,18.9297,0.00191307,53850000.0,471315040.0,24898178.0,70000000.0,100000000.0,2.49,-21.21,-5.27,1520459052
dogecoin,Dogecoin,DOGE,38,0.00411244,0.00000042,16219100.0,466715458.0,113488697114,113488697114,,1.58,-11.36,-32.53,1520459041
bitshares,BitShares,BTS,39,0.177278,0.00001792,20585400.0,462723944.0,2610160000.0,2610160000.0,3600570502.0,1.23,-9.74,-21.42,1520459043
decred,Decred,DCR,40,64.8405,0.0065529,1764350.0,446702049.0,6889244.0,7309244.0,21000000.0,3.69,-10.11,-13.82,1520459046
aeternity,Aeternity,AE,41,1.88857,0.00019086,4051350.0,440075473.0,233020472.0,273685830.0,,-0.19,-11.59,-17.71,1520459051
augur,Augur,REP,42,39.181,0.0039597,2382680.0,430991000.0,11000000.0,11000000.0,,1.25,-10.08,-14.77,1520459045
komodo,Komodo,KMD,43,3.62476,0.00036632,1778930.0,376442503.0,103853084.0,103853084.0,,5.36,-7.32,-1.77,1520459048
bytom,Bytom,BTM,44,0.372414,0.00003764,14478500.0,367572618.0,987000000.0,1407000000.0,,0.81,-9.51,8.26,1520459052
0x,0x,ZRX,45,0.697908,0.00007053,7606020.0,360819210.0,517001110.0,1000000000.0,,0.87,-11.79,-25.2,1520459053
electroneum,Electroneum,ETN,46,0.0561607,0.00000568,1701430.0,357064178.0,6357901123.0,6357901123.0,21000000000.0,1.95,-10.88,-20.23,1520459055
veritaseum,Veritaseum,VERI,47,174.515,0.0176368,1025010.0,355425179.0,2036645.0,100000000.0,,1.09,-8.38,-20.65,1520459050
ardor,Ardor,ARDR,48,0.347723,0.00003514,3898870.0,347375101.0,998999495.0,998999495.0,998999495.0,1.11,-9.63,-10.41,1520459046
ark,Ark,ARK,49,3.41343,0.00034497,2515510.0,345045650.0,101084730.0,132334730.0,,2.51,-8.67,-4.96,1520459049
golem-network-tokens,Golem,GNT,50,0.376104,0.00003801,6009000.0,313769275.0,834262000.0,1000000000.0,,2.79,-10.59,3.83,1520459048
syscoin,Syscoin,SYS,51,0.583678,0.00005899,6522840.0,310185185.0,531432031.0,531432031.0,888000000.0,3.15,-8.37,-7.61,1520459042
cryptonex,Cryptonex,CNX,52,6.7429,0.00068145,191789.0,304456494.0,45152159.0,106589785.0,210000000.0,-1.43,-9.73,-9.09,1520459054
ethos,Ethos,ETHOS,53,3.97181,0.0004014,2859120.0,301361729.0,75875162.0,222295208.0,,1.29,-6.43,-0.26,1520459052
dragonchain,Dragonchain,DRGN,54,1.26047,0.00012738,2005990.0,300523703.0,238421940.0,433494437.0,,2.27,-12.85,-0.05,1520459057
basic-attention-token,Basic Attention Token,BAT,55,0.296642,0.00002998,4899940.0,296642000.0,1000000000.0,1500000000.0,,2.92,-12.27,-14.16,1520459050
kucoin-shares,KuCoin Shares,KCS,56,3.15028,0.00031837,1100170.0,286811181.0,91043076.0,181043076.0,,2.26,-2.98,-25.0,1520459056
zilliqa,Zilliqa,ZIL,57,0.0421676,0.00000426,14458900.0,278530785.0,6605326966.0,12600000000.0,,0.33,-10.94,-14.45,1520459059
pivx,PIVX,PIVX,58,4.98609,0.0005039,3413450.0,277799767.0,55714952.0,55714952.0,,0.92,-11.46,-8.76,1520459046
hshare,Hshare,HSR,59,6.34937,0.00064168,32103900.0,271178898.0,42709576.0,42709576.0,84000000.0,-0.35,-23.48,-32.28,1520459052
gas,Gas,GAS,60,27.4733,0.0027765,8050730.0,271175667.0,9870517.0,15974560.0,100000000.0,0.85,-9.8,-29.88,1520459051
digibyte,DigiByte,DGB,61,0.0271584,0.00000274,4043720.0,269959514.0,9940184777.0,9940184777.0,21000000000.0,2.31,-12.71,-18.0,1520459041
monacoin,MonaCoin,MONA,62,4.36389,0.00044102,4580670.0,252694977.0,57905900.0,57905900.0,,0.54,-13.37,-20.45,1520459041
aion,Aion,AION,63,2.59062,0.00026181,3967900.0,249099260.0,96154303.0,465934587.0,,1.55,-10.45,-8.48,1520459055
factom,Factom,FCT,64,27.7936,0.00280887,2261180.0,243057867.0,8745102.0,8745102.0,,1.93,-10.03,-13.24,1520459045
byteball,Byteball Bytes,GBYTE,65,374.225,0.0378199,1061510.0,241458223.0,645222.0,1000000.0,,5.36,-10.88,-7.4,1520459048
qash,QASH,QASH,66,0.675221,0.00006824,5715660.0,236327350.0,350000000.0,1000000000.0,,2.23,-12.89,-16.9,1520459057
loopring,Loopring,LRC,67,0.407715,0.00004120,2801680.0,231817226.0,568576642.0,1374956262.0,,1.15,-13.19,-27.87,1520459052
particl,Particl,PART,68,25.799,0.00260729,670858.0,229415061.0,8892401.0,8892401.0,,0.08,-10.93,20.92,1520459052
nebulas-token,Nebulas,NAS,69,6.40009,0.0006468,6624060.0,227203195.0,35500000.0,100000000.0,100000000.0,1.28,-10.92,-22.47,1520459052
funfair,FunFair,FUN,70,0.0489845,0.00000495,3031450.0,225577281.0,4605074689.0,10999873621.0,,3.36,-12.43,-5.0,1520459050
aelf,aelf,ELF,71,0.887988,0.00008974,16076000.0,221997000.0,250000000.0,280000000.0,1000000000.0,2.68,-20.23,-20.42,1520459057
revain,Revain,R,72,1.10067,0.00011124,5164660.0,203018582.0,184450000.0,484450000.0,484450000.0,1.49,-15.36,-52.52,1520459055
kyber-network,Kyber Network,KNC,73,1.50845,0.00015245,7007580.0,202332467.0,134132697.0,215625349.0,,1.73,-15.52,-15.95,1520459053
reddcoin,ReddCoin,RDD,74,0.00697708,0.00000071,8242140.0,200759559.0,28774151777.0,28774151777.0,,0.97,-13.18,-20.36,1520459042
nexus,Nexus,NXS,75,3.48321,0.00035202,69627500.0,195098936.0,56011247.0,56011247.0,,5.17,12.09,101.35,1520459044
gxshares,GXShares,GXS,76,3.23913,0.00032735,5814720.0,194347800.0,60000000.0,100000000.0,100000000.0,0.6,-9.09,-19.75,1520459051
zcoin,ZCoin,XZC,77,44.1261,0.00445946,5201150.0,187913365.0,4258554.0,4258554.0,21400000.0,-1.37,-12.78,-14.26,1520459047
nxt,Nxt,NXT,78,0.182622,0.00001846,21456900.0,182439367.0,998999942.0,998999942.0,1000000000.0,2.16,-0.3,-5.23,1520459041
salt,SALT,SALT,79,3.359,0.00033947,5139360.0,182143776.0,54225596.0,120000000.0,,2.18,-13.82,-17.07,1520459053
dent,Dent,DENT,80,0.0171577,0.00000173,2951580.0,182124884.0,10614760961.0,100000000000,,1.39,-10.01,-30.69,1520459053
kin,Kin,KIN,81,0.000240836,0.00000002,368145.0,182095512.0,756097560976,10000000000000,,-1.24,-13.01,-16.99,1520459054
blocknet,Blocknet,BLOCK,82,35.8666,0.00362474,1349960.0,180928129.0,5044474.0,5044474.0,,4.77,-7.66,1.13,1520459043
neblio,Neblio,NEBL,83,13.3856,0.00135278,6588290.0,172442125.0,12882659.0,13633410.0,,4.14,-12.32,-19.21,1520459053
iconomi,Iconomi,ICN,84,1.7076,0.00017257,23943000.0,170308659.0,99735687.0,99735687.0,,-0.08,-7.04,22.4,1520459048
chainlink,ChainLink,LINK,85,0.485317,0.00004905,5042570.0,169860950.0,350000000.0,1000000000.0,,2.62,-9.73,-28.56,1520459054
iostoken,IOStoken,IOST,86,0.0243762,0.00000246,33148900.0,165614582.0,6794109922.0,21000000000.0,,1.18,-22.18,-28.97,1520459058
bancor,Bancor,BNT,87,4.2068,0.00042515,6716630.0,164518645.0,39107789.0,74361692.0,,1.18,-10.52,-14.12,1520459050
power-ledger,Power Ledger,POWR,88,0.450123,0.00004549,5041200.0,163814453.0,363932644.0,1000000000.0,,0.19,-15.16,-20.63,1520459055
dentacoin,Dentacoin,DCN,89,0.000499897,0.00000005,147765.0,162579808.0,325226613094,1963173416169,8000000000000,-0.41,-15.24,-25.14,1520459052
tenx,TenX,PAY,90,1.49629,0.00015122,2619740.0,156603672.0,104661310.0,205218256.0,,2.16,-12.64,-1.67,1520459051
emercoin,Emercoin,EMC,91,3.73771,0.00037774,754212.0,154941822.0,41453677.0,41453677.0,,2.8,-6.04,5.74,1520459042
maidsafecoin,MaidSafeCoin,MAID,92,0.339395,0.00003430,2871850.0,153594026.0,452552412.0,452552412.0,,0.86,-7.22,-13.49,1520459043
request-network,Request Network,REQ,93,0.238306,0.00002408,3120820.0,152907971.0,641645496.0,999999999.0,,3.54,-10.05,-16.81,1520459054
enigma-project,Enigma,ENG,94,2.01835,0.00020398,4492600.0,151045586.0,74836171.0,150000000.0,,0.82,-12.86,-20.5,1520459055
pillar,Pillar,PLR,95,0.660102,0.00006671,484526.0,150097161.0,227384800.0,800000000.0,,0.92,-8.8,-16.49,1520459052
polymath-network,Polymath,POLY,96,0.621722,0.00006283,1523560.0,149213125.0,239999750.0,1000000000.0,,1.01,-18.19,-44.81,1520459059
cindicator,Cindicator,CND,97,0.101654,0.00001027,3318940.0,146989304.0,1445976590.0,2000000005.0,,-0.82,-11.49,-17.75,1520459054
sirin-labs-token,SIRIN LABS Token,SRN,98,0.621249,0.00006278,11891900.0,142426321.0,229258029.0,573145073.0,,0.78,-4.78,5.8,1520459058
smartcash,SmartCash,SMART,99,0.182605,0.00001845,158944.0,140709313.0,770566592.0,1371610871.0,5000000000.0,1.01,-17.23,-11.87,1520459051
singularitynet,SingularityNET,AGI,100,0.304059,0.00003073,517916.0,140534271.0,462194083.0,1000000000.0,,1.23,-10.13,-12.23,1520459058
