id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated,__extra_
bitcoin,Bitcoin,BTC,1,10615.2,1.0,7094600000.0,179449159860,16904925.0,16904925.0,21000000.0,0.45,-6.28,-1.36,1520410766,
ethereum,Ethereum,ETH,2,788.423,0.0747331,1892630000.0,77293064302.0,98035020.0,98035020.0,,-0.09,-7.13,-10.07,1520410751,
ripple,Ripple,XRP,3,0.909171,0.00008618,871195000.0,35541273370.0,39091956706.0,99992520283.0,100000000000,0.78,-6.77,-2.63,1520410741,
bitcoin-cash,Bitcoin Cash,BCH,4,1161.99,0.110143,431577000.0,19758768458.0,17004250.0,17004250.0,21000000.0,-0.2,-7.01,-6.34,1520410751,
litecoin,Litecoin,LTC,5,192.765,0.0182718,669456000.0,10702082596.0,55518806.0,55518806.0,84000000.0,0.53,-7.16,-10.47,1520410741,
neo,NEO,NEO,6,107.915,0.0102291,235207000.0,7014475000.0,65000000.0,100000000.0,100000000.0,1.41,-4.32,-21.88,1520410748,
cardano,Cardano,ADA,7,0.269359,0.00002553,121649000.0,6983689793.0,25927070538.0,31112483745.0,45000000000.0,-0.68,-10.11,-17.0,1520410754,
stellar,Stellar,XLM,8,0.326944,0.00003099,38987100.0,6038124880.0,18468376482.0,103748462367,,-0.24,-9.66,-7.0,1520410743,
monero,Monero,XMR,9,345.476,0.032747,103759000.0,5457539684.0,15797160.0,15797160.0,,0.73,-5.32,16.14,1520410742,
eos,EOS,EOS,10,6.95373,0.00065913,317069000.0,4955547159.0,712645898.0,900000000.0,1000000000.0,0.49,-12.13,-21.11,1520410751,
iota,IOTA,MIOTA,11,1.64998,0.0001564,64914300.0,4586169376.0,2779530283.0,2779530283.0,2779530283.0,2.99,-12.39,-15.63,1520410750,
dash,Dash,DASH,12,559.224,0.0530078,123739000.0,4435390169.0,7931330.0,7931330.0,18900000.0,0.81,-6.45,-7.7,1520410741,
nem,NEM,XEM,13,0.326698,0.00003097,22489500.0,2940282000.0,8999999999.0,8999999999.0,,-0.07,-8.11,-20.46,1520410744,
tron,TRON,TRX,14,0.042837,0.00000406,242827000.0,2816455321.0,65748192475.0,100000000000,,0.13,-8.51,1.3,1520410753,
ethereum-classic,Ethereum Classic,ETC,15,23.8696,0.00226256,397540000.0,2395012696.0,100337362.0,100337362.0,,0.85,-11.29,-31.8,1520410747,
tether,Tether,USDT,16,0.999245,0.00009472,2614450000.0,2215466872.0,2217140814.0,2280109970.0,,-0.31,-0.04,-0.15,1520410745,
vechain,VeChain,VEN,17,4.6076,0.00043674,139683000.0,2189631913.0,475221788.0,873378637.0,,-2.43,0.7,-9.84,1520410752,
qtum,Qtum,QTUM,18,23.5578,0.00223299,132754000.0,1741647189.0,73930808.0,100430808.0,,-0.87,-10.81,-13.99,1520410750,
nano,Nano,NANO,19,12.6582,0.00119984,60879000.0,1686683495.0,133248289.0,133248289.0,133248290.0,-0.68,-10.73,-12.54,1520410749,
bitcoin-gold,Bitcoin Gold,BTG,20,99.6769,0.00944817,26960700.0,1681098124.0,16865474.0,16965474.0,21000000.0,0.04,-8.62,-15.48,1520410754,
lisk,Lisk,LSK,21,16.3726,0.00155193,28843400.0,1679139767.0,102557918.0,118774564.0,,-0.03,-9.72,-15.88,1520410746,
omisego,OmiseGO,OMG,22,15.9055,0.00150765,45820900.0,1623037807.0,102042552.0,140245398.0,,-0.12,-6.15,-21.33,1520410751,
zcash,Zcash,ZEC,23,367.873,0.0348699,65643100.0,1260353591.0,3426056.0,3426056.0,,0.21,-5.01,-8.8,1520410748,
icon,ICON,ICX,24,3.20979,0.00030425,30560600.0,1238870961.0,385966359.0,400230000.0,,-0.6,-9.26,-15.62,1520410754,
digixdao,DigixDAO,DGD,25,477.816,0.0452913,60821300.0,955632000.0,2000000.0,2000000.0,,-1.62,-3.98,-10.54,1520410746,
binance-coin,Binance Coin,BNB,26,9.465,0.00089717,44881900.0,937167510.0,99014000.0,197192382.0,,0.02,-4.97,-11.9,1520410751,
steem,Steem,STEEM,27,3.04788,0.0002889,5449180.0,765291579.0,251089800.0,268063894.0,,-1.8,-10.9,-10.73,1520410746,
bytecoin-bcn,Bytecoin,BCN,28,0.00386045,0.00000037,3879800.0,709426339.0,183767783406,183767783406,184470000000,0.01,-7.87,-22.98,1520410742,
populous,Populous,PPT,29,19.0264,0.00180348,2213800.0,704053417.0,37004027.0,53252246.0,53252246.0,-0.53,-8.97,-9.63,1520410751,
stratis,Stratis,STRAT,30,7.1147,0.00067439,9913720.0,702698124.0,98767077.0,98767077.0,,-0.46,-10.21,-7.76,1520410747,
verge,Verge,XVG,31,0.0476267,0.00000451,14044000.0,699092198.0,14678577315.0,14678577315.0,16555000000.0,-0.56,-10.67,-18.61,1520410744,
waves,Waves,WAVES,32,5.94851,0.00056385,24660200.0,594851000.0,100000000.0,100000000.0,,0.17,-9.14,-9.82,1520410746,
rchain,RChain,RHOC,33,1.62001,0.00015356,995510.0,582246615.0,359409272.0,870663574.0,1000000000.0,-0.76,-6.83,-13.36,1520410753,
status,Status,SNT,34,0.165849,0.00001572,54279200.0,575576266.0,3470483788.0,6804870174.0,,1.4,-9.61,-2.96,1520410751,
maker,Maker,MKR,35,915.62,0.0867898,517205.0,566061711.0,618228.0,1000000.0,,-0.24,-5.16,-12.87,1520410748,
waltonchain,Waltonchain,WTC,36,22.0614,0.00209115,97658900.0,549288664.0,24898178.0,70000000.0,100000000.0,-2.05,5.55,0.29,1520410752,
siacoin,Siacoin,SC,37,0.0165246,0.00000157,8622240.0,544306504.0,32939163672.0,32939163672.0,,0.28,-15.3,-22.01,1520410745,
dogecoin,Dogecoin,DOGE,38,0.00443374,0.00000042,16075800.0,503179376.0,113488697114,113488697114,,0.22,-11.96,-28.72,1520410741,
bitshares,BitShares,BTS,39,0.189607,0.00001797,24097200.0,494893231.0,2610100000.0,2610100000.0,3600570502.0,2.35,-11.56,-14.34,1520410743,
