id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated,__extra_
bitcoin,Bitcoin,BTC,1,10543.3,1.0,7192740000.0,178234876602,16905037.0,16905037.0,21000000.0,-0.42,-5.93,-1.72,1520417066,
ethereum,Ethereum,ETH,2,779.832,0.074282,1904630000.0,76451909334.0,98036384.0,98036384.0,,-0.97,-7.59,-10.84,1520417051,
ripple,Ripple,XRP,3,0.902395,0.00008596,810317000.0,35276386272.0,39091956706.0,99992520283.0,100000000000,-0.29,-6.45,-2.88,1520417070,
bitcoin-cash,Bitcoin Cash,BCH,4,1154.79,0.109998,436350000.0,19636554381.0,17004438.0,17004438.0,21000000.0,-0.49,-6.85,-6.54,1520417052,
litecoin,Litecoin,LTC,5,189.982,0.0180965,668028000.0,10547801738.0,55520006.0,55520006.0,84000000.0,-0.84,-7.72,-11.13,1520417040,
cardano,Cardano,ADA,6,0.267035,0.00002544,122344000.0,6923435281.0,25927070538.0,31112483745.0,45000000000.0,-0.22,-9.81,-17.07,1520417054,
neo,NEO,NEO,7,105.489,0.0100482,236647000.0,6856785000.0,65000000.0,100000000.0,100000000.0,-1.76,-4.28,-23.18,1520417047,
stellar,Stellar,XLM,8,0.325056,0.00003096,37146900.0,6003257951.0,18468380682.0,103748462367,,-0.77,-9.35,-6.98,1520417043,
monero,Monero,XMR,9,342.748,0.0326481,101735000.0,5414554146.0,15797478.0,15797478.0,,-0.69,-5.33,15.66,1520417042,
eos,EOS,EOS,10,6.92346,0.00065949,337439000.0,4933975640.0,712645937.0,900000000.0,1000000000.0,-0.74,-11.32,-21.38,1520417051,
iota,IOTA,MIOTA,11,1.65401,0.00015755,67415800.0,4597370883.0,2779530283.0,2779530283.0,2779530283.0,-1.74,-10.66,-15.05,1520417050,
dash,Dash,DASH,12,556.234,0.0529835,123184000.0,4411743631.0,7931453.0,7931453.0,18900000.0,-0.43,-6.18,-7.79,1520417041,
nem,NEM,XEM,13,0.321848,0.00003066,22168100.0,2896632000.0,8999999999.0,8999999999.0,,-1.3,-8.25,-21.27,1520417044,
tron,TRON,TRX,14,0.0424887,0.00000405,239657000.0,2793555226.0,65748192475.0,100000000000,,-0.67,-7.83,0.76,1520417053,
ethereum-classic,Ethereum Classic,ETC,15,23.6254,0.00225041,400179000.0,2370550357.0,100339057.0,100339057.0,,-0.1,-10.23,-32.1,1520417046,
tether,Tether,USDT,16,0.99985,0.00009524,2642320000.0,2216808242.0,2217140814.0,2280109970.0,,-0.16,-0.08,-0.08,1520417045,
vechain,VeChain,VEN,17,4.39076,0.00041824,147585000.0,2086584820.0,475221788.0,873378637.0,,-4.76,-2.09,-13.02,1520417053,
qtum,Qtum,QTUM,18,23.3674,0.00222583,138881000.0,1727575156.0,73930996.0,100430996.0,,-0.51,-10.25,-14.06,1520417049,
nano,Nano,NANO,19,12.5751,0.00119783,60849400.0,1675610562.0,133248289.0,133248289.0,133248290.0,-1.97,-9.02,-12.46,1520417049,
lisk,Lisk,LSK,20,16.1475,0.00153811,28786500.0,1656092733.0,102560318.0,118776964.0,,-1.11,-9.94,-16.27,1520417046,
bitcoin-gold,Bitcoin Gold,BTG,21,98.0849,0.00934297,27879800.0,1654254421.0,16865536.0,16965536.0,21000000.0,-1.65,-8.14,-16.29,1520417054,
omisego,OmiseGO,OMG,22,15.6702,0.00149265,46285200.0,1599027195.0,102042552.0,140245398.0,,-1.24,-6.42,-22.0,1520417051,
