id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated
bitcoin,Bitcoin,BTC,1,9883.65,1.0,8405400000.0,167093233991,16906025.0,16906025.0,21000000.0,0.22,-8.37,-6.21,1520457566
ethereum,Ethereum,ETH,2,741.196,0.0756407,2092080000.0,72671386562.0,98046113.0,98046113.0,,-0.12,-9.24,-14.42,1520457553
ripple,Ripple,XRP,3,0.858806,0.00008764,856384000.0,33572406971.0,39091956706.0,99992520283.0,100000000000,0.81,-8.81,-6.18,1520457542
bitcoin-cash,Bitcoin Cash,BCH,4,1071.86,0.109386,430336000.0,18227126681.0,17005138.0,17005138.0,21000000.0,-1.26,-10.63,-12.16,1520457553
litecoin,Litecoin,LTC,5,181.92,0.0185654,722047000.0,10101563851.0,55527506.0,55527506.0,84000000.0,0.24,-7.69,-12.13,1520457541
neo,NEO,NEO,6,98.8695,0.0100898,274724000.0,6426517500.0,65000000.0,100000000.0,100000000.0,0.17,-6.03,-26.27,1520457548
cardano,Cardano,ADA,7,0.245976,0.00002510,184894000.0,6377437103.0,25927070538.0,31112483745.0,45000000000.0,-0.53,-14.83,-21.66,1520457555
stellar,Stellar,XLM,8,0.317995,0.00003245,60410000.0,5872856753.0,18468393382.0,103748462367,,-0.03,-7.49,-6.83,1520457544
monero,Monero,XMR,9,333.268,0.0340107,154124000.0,5265352746.0,15799155.0,15799155.0,,-0.12,-3.63,15.07,1520457543
eos,EOS,EOS,10,6.44827,0.00065806,421265000.0,4605490598.0,714221116.0,900000000.0,1000000000.0,0.33,-11.16,-24.78,1520457551
iota,IOTA,MIOTA,11,1.4876,0.00015181,64760200.0,4134829249.0,2779530283.0,2779530283.0,2779530283.0,0.28,-12.47,-21.37,1520457551
dash,Dash,DASH,12,509.469,0.0519924,110589000.0,4041306914.0,7932390.0,7932390.0,18900000.0,-0.25,-10.59,-14.07,1520457542
nem,NEM,XEM,13,0.303166,0.00003094,24160000.0,2728494000.0,8999999999.0,8999999999.0,,1.15,-10.26,-25.54,1520457544
tron,TRON,TRX,14,0.0383812,0.00000392,278411000.0,2523494525.0,65748192475.0,100000000000,,1.78,-12.73,-12.49,1520457554
ethereum-classic,Ethereum Classic,ETC,15,21.7314,0.00221774,399849000.0,2180742578.0,100349843.0,100349843.0,,-0.81,-14.99,-35.61,1520457548
tether,Tether,USDT,16,0.99961,0.00010201,2932720000.0,2156298542.0,2157139827.0,2220000000.0,,-0.15,-0.04,-0.06,1520457546
vechain,VeChain,VEN,17,4.00468,0.00040869,88437300.0,1909770487.0,476884667.0,873378637.0,,-0.26,-14.76,-15.57,1520457553
lisk,Lisk,LSK,18,15.5123,0.00158306,34181700.0,1591199394.0,102576626.0,118793272.0,,0.99,-7.17,-17.08,1520457546
qtum,Qtum,QTUM,19,21.4962,0.00219373,102777000.0,1589259724.0,73932124.0,100432124.0,,0.49,-14.9,-19.02,1520457550
nano,Nano,NANO,20,11.7889,0.00120308,59695600.0,1570850757.0,133248289.0,133248289.0,133248290.0,-0.68,-9.87,-19.34,1520457549
bitcoin-gold,Bitcoin Gold,BTG,21,90.2118,0.00920632,28478300.0,1521567346.0,16866611.0,16966611.0,21000000.0,-0.1,-12.53,-21.07,1520457555
omisego,OmiseGO,OMG,22,14.2182,0.001451,48654500.0,1450861409.0,102042552.0,140245398.0,,0.02,-9.91,-26.46,1520457552
zcash,Zcash,ZEC,23,342.426,0.0349453,55351400.0,1174484797.0,3429894.0,3429894.0,,-0.04,-9.89,-12.03,1520457549
icon,ICON,ICX,24,2.93054,0.00029907,33953600.0,1131089855.0,385966359.0,400230000.0,,0.32,-13.64,-19.32,1520457555
binance-coin,Binance Coin,BNB,25,8.6743,0.00088523,74527700.0,858877140.0,99014000.0,197192382.0,,-0.33,-6.79,-17.82,1520457552
digixdao,DigixDAO,DGD,26,403.819,0.0412107,41985900.0,807638000.0,2000000.0,2000000.0,,-0.93,-17.01,-27.35,1520457547
steem,Steem,STEEM,27,2.79958,0.0002857,6573800.0,703223725.0,251189009.0,268163103.0,,0.02,-13.98,-15.32,1520457547
bytecoin-bcn,Bytecoin,BCN,28,0.00343551,0.00000035,2850040.0,631339438.0,183768767323,183768767323,184470000000,-0.05,-12.85,-26.12,1520457543
populous,Populous,PPT,29,17.0378,0.00173875,2452800.0,630467209.0,37004027.0,53252246.0,53252246.0,0.21,-14.95,-9.33,1520457551
waves,Waves,WAVES,30,6.17679,0.00063035,26104100.0,617679000.0,100000000.0,100000000.0,,1.48,-0.18,-3.22,1520457547
stratis,Stratis,STRAT,31,6.22642,0.00063542,10984300.0,614969682.0,98767780.0,98767780.0,,-0.36,-14.22,-16.58,1520457548
verge,Verge,XVG,32,0.0413768,0.00000422,22460500.0,607443893.0,14680784719.0,14680784719.0,16555000000.0,0.06,-16.17,-24.86,1520457544
status,Status,SNT,33,0.162472,0.00001658,51566300.0,563856442.0,3470483788.0,6804870174.0,,-0.43,-8.23,-0.74,1520457551
maker,Maker,MKR,34,862.592,0.0880294,814305.0,533278329.0,618228.0,1000000.0,,-1.64,-9.22,-17.08,1520457549
rchain,RChain,RHOC,35,1.48325,0.00015137,815356.0,533093803.0,359409272.0,870663574.0,1000000000.0,-0.74,-10.41,-17.42,1520457554
siacoin,Siacoin,SC,36,0.015097,0.00000154,12008700.0,497432587.0,32949101624.0,32949101624.0,,-0.75,-16.0,-23.33,1520457545
waltonchain,Waltonchain,WTC,37,18.7469,0.00191316,55170200.0,466763653.0,24898178.0,70000000.0,100000000.0,1.13,-21.68,-6.93,1520457553
dogecoin,Dogecoin,DOGE,38,0.00407841,0.00000042,16131200.0,462853437.0,113488697114,113488697114,,-0.07,-11.99,-33.13,1520457571
bitshares,BitShares,BTS,39,0.175889,0.00001795,20434400.0,459098432.0,2610160000.0,2610160000.0,3600570502.0,0.55,-10.49,-22.01,1520457544
aeternity,Aeternity,AE,40,1.88806,0.00019268,4032670.0,439956633.0,233020472.0,273685830.0,,-0.2,-11.58,-17.8,1520457550
decred,Decred,DCR,41,62.287,0.00635652,1626520.0,429104877.0,6889156.0,7309156.0,21000000.0,-1.73,-13.69,-17.21,1520457546
augur,Augur,REP,42,38.6967,0.00394908,2290930.0,425663700.0,11000000.0,11000000.0,,-0.55,-11.09,-15.95,1520457546
komodo,Komodo,KMD,43,3.59995,0.00036738,1763450.0,373865908.0,103853084.0,103853084.0,,4.88,-7.79,-2.64,1520457549
bytom,Bytom,BTM,44,0.370508,0.00003781,14292300.0,365691396.0,987000000.0,1407000000.0,,0.22,-9.86,7.66,1520457552
0x,0x,ZRX,45,0.689023,0.00007032,7575100.0,356225656.0,517001110.0,1000000000.0,,-0.62,-12.86,-26.32,1520457553
veritaseum,Veritaseum,VERI,46,173.66,0.0177224,1014760.0,353683847.0,2036645.0,100000000.0,,0.14,-8.08,-21.01,1520457551
electroneum,Electroneum,ETN,47,0.055308,0.00000564,1678990.0,351632515.0,6357715246.0,6357715246.0,21000000000.0,-0.02,-12.03,-21.56,1520457556
ardor,Ardor,ARDR,48,0.34468,0.00003518,3792690.0,344335146.0,998999495.0,998999495.0,998999495.0,0.01,-10.37,-11.4,1520457548
ark,Ark,ARK,49,3.35224,0.0003421,2523800.0,338859270.0,101084430.0,132334430.0,,-0.09,-10.26,-6.65,1520457549
cryptonex,Cryptonex,CNX,50,6.86667,0.00070076,189863.0,310044870.0,45152144.0,106589769.0,210000000.0,0.12,-8.38,-7.52,1520457554
golem-network-tokens,Golem,GNT,51,0.371151,0.00003788,6033640.0,309637176.0,834262000.0,1000000000.0,,0.97,-11.63,2.51,1520457548
syscoin,Syscoin,SYS,52,0.57911,0.00005910,6447460.0,307757401.0,531431681.0,531431681.0,888000000.0,1.75,-9.03,-8.49,1520457543
ethos,Ethos,ETHOS,53,3.93045,0.00040111,2830680.0,298223532.0,75875162.0,222295208.0,,0.44,-7.27,-1.48,1520457552
dragonchain,Dragonchain,DRGN,54,1.23369,0.0001259,1986430.0,294138763.0,238421940.0,433494437.0,,-0.18,-13.6,-2.31,1520457557
basic-attention-token,Basic Attention Token,BAT,55,0.291866,0.00002979,4839890.0,291866000.0,1000000000.0,1500000000.0,,1.35,-13.63,-15.64,1520457550
kucoin-shares,KuCoin Shares,KCS,56,3.10985,0.00031737,1096830.0,283130310.0,91043076.0,181043076.0,,1.23,-4.22,-25.99,1520457555
pivx,PIVX,PIVX,57,4.96736,0.00050693,3332110.0,276755780.0,55714863.0,55714863.0,,0.31,-12.03,-9.18,1520457546
zilliqa,Zilliqa,ZIL,58,0.0415418,0.00000424,14344400.0,274397172.0,6605326966.0,12600000000.0,,-1.3,-12.48,-15.78,1520457560
gas,Gas,GAS,59,27.5404,0.00281056,8015490.0,271837979.0,9870517.0,15974560.0,100000000.0,1.5,-9.35,-29.77,1520457551
hshare,Hshare,HSR,60,6.28148,0.00064104,31170600.0,268279007.0,42709522.0,42709522.0,84000000.0,-1.73,-24.39,-33.07,1520457553
digibyte,DigiByte,DGB,61,0.0266726,0.00000272,4037700.0,265128873.0,9940121052.0,9940121052.0,21000000000.0,0.28,-14.17,-19.57,1520457542
monacoin,MonaCoin,MONA,62,4.2558,0.00043431,4435760.0,246434014.0,57905450.0,57905450.0,,-4.34,-15.45,-22.46,1520457542
aion,Aion,AION,63,2.54443,0.00025967,3935760.0,244657893.0,96154303.0,465934587.0,,-0.38,-11.9,-10.25,1520457554
factom,Factom,FCT,64,27.5043,0.00280687,2232830.0,240527909.0,8745102.0,8745102.0,,0.63,-11.74,-14.21,1520457546
qash,QASH,QASH,65,0.664061,0.00006777,5583760.0,232421350.0,350000000.0,1000000000.0,,0.53,-14.15,-18.32,1520457556
byteball,Byteball Bytes,GBYTE,66,359.747,0.036713,1048900.0,232116698.0,645222.0,1000000.0,,3.05,-14.35,-11.0,1520457549
loopring,Loopring,LRC,67,0.40487,0.00004132,2789890.0,230199625.0,568576642.0,1374956262.0,,1.29,-13.96,-28.49,1520457553
particl,Particl,PART,68,25.8671,0.00263979,627361.0,230020633.0,8892401.0,8892401.0,,0.11,-10.5,21.61,1520457552
nebulas-token,Nebulas,NAS,69,6.32456,0.00064544,6517130.0,224521880.0,35500000.0,100000000.0,100000000.0,0.17,-11.98,-23.42,1520457553
aelf,aelf,ELF,70,0.878654,0.00008967,15874100.0,219663500.0,250000000.0,280000000.0,1000000000.0,1.45,-21.12,-21.4,1520457557
funfair,FunFair,FUN,71,0.0475277,0.00000485,2961830.0,218868608.0,4605074689.0,10999873621.0,,0.4,-15.09,-7.72,1520457551
reddcoin,ReddCoin,RDD,72,0.00695586,0.00000071,8256140.0,200148971.0,28774151777.0,28774151777.0,,0.43,-13.53,-20.48,1520457542
revain,Revain,R,73,1.08324,0.00011055,5122770.0,199803618.0,184450000.0,484450000.0,484450000.0,-0.51,-16.91,-53.3,1520457556
kyber-network,Kyber Network,KNC,74,1.4773,0.00015076,6896650.0,198154233.0,134132697.0,215625349.0,,-0.58,-17.35,-17.8,1520457554
gxshares,GXShares,GXS,75,3.22189,0.0003288,5766230.0,193313400.0,60000000.0,100000000.0,100000000.0,-0.11,-9.54,-20.2,1520457551
nexus,Nexus,NXS,76,3.3793,0.00034487,67950100.0,189277873.0,56010971.0,56010971.0,,2.87,8.61,95.36,1520457545
zcoin,ZCoin,XZC,77,43.7066,0.00446035,5165560.0,186124714.0,4258504.0,4258504.0,21400000.0,-0.26,-13.45,-15.06,1520457548
dent,Dent,DENT,78,0.0170651,0.00000174,2932530.0,181141957.0,10614760961.0,100000000000,,0.23,-10.13,-31.2,1520457553
kin,Kin,KIN,79,0.000239282,0.00000002,358267.0,180920537.0,756097560976,10000000000000,,-3.34,-13.64,-17.58,1520457553
salt,SALT,SALT,80,3.31218,0.00033801,5069170.0,179604933.0,54225596.0,120000000.0,,0.53,-14.86,-18.33,1520457555
nxt,Nxt,NXT,81,0.178323,0.00001820,21166000.0,178144667.0,998999942.0,998999942.0,1000000000.0,-1.65,-2.55,-7.61,1520457541
