id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated,current_ind
bitcoin,Bitcoin,BTC,1,9343.72,1.0,6842030000.0,158010948141,16910925.0,16910925.0,21000000.0,-0.24,6.48,-17.99,1520678366,1
ethereum,Ethereum,ETH,2,724.997,0.0782101,1852270000.0,71120847236.0,98098126.0,98098126.0,,-0.63,7.62,-16.04,1520678352,1
ripple,Ripple,XRP,3,0.828767,0.00008940,739042000.0,32398123683.0,39091956706.0,99992520283.0,100000000000,-0.93,6.48,-8.93,1520678341,1
bitcoin-cash,Bitcoin Cash,BCH,4,1043.72,0.112592,422013000.0,17753311898.0,17009650.0,17009650.0,21000000.0,-0.72,8.12,-18.59,1520678352,1
litecoin,Litecoin,LTC,5,187.162,0.0201904,855618000.0,10399355713.0,55563393.0,55563393.0,84000000.0,-0.33,12.62,-12.63,1520678341,1
neo,NEO,NEO,6,91.9907,0.00992364,176081000.0,5979395500.0,65000000.0,100000000.0,100000000.0,-0.28,10.28,-26.66,1520678348,1
stellar,Stellar,XLM,7,0.309538,0.00003339,31752000.0,5725963321.0,18498418032.0,103748462367,,-1.0,8.73,-3.33,1520678343,1
cardano,Cardano,ADA,8,0.218357,0.00002356,178294000.0,5661357341.0,25927070538.0,31112483745.0,45000000000.0,-1.05,9.08,-26.79,1520678355,1
monero,Monero,XMR,9,285.39,0.0307869,111131000.0,4511603217.0,15808554.0,15808554.0,,-1.94,11.55,-20.18,1520678342,1
eos,EOS,EOS,10,6.10011,0.00065806,329861000.0,4383467997.0,718588353.0,900000000.0,1000000000.0,-1.2,8.38,-24.92,1520678351,1
dash,Dash,DASH,11,515.304,0.0555892,100841000.0,4090186216.0,7937424.0,7937424.0,18900000.0,-0.76,14.08,-14.85,1520678341,1
iota,IOTA,MIOTA,12,1.42795,0.00015404,43669100.0,3969030268.0,2779530283.0,2779530283.0,2779530283.0,-0.55,13.55,-24.69,1520678350,1
nem,NEM,XEM,13,0.353255,0.00003811,34327100.0,3179295000.0,8999999999.0,8999999999.0,,0.4,2.93,-10.8,1520678344,1
tron,TRON,TRX,14,0.0370767,0.00000400,287291000.0,2437726008.0,65748192475.0,100000000000,,-0.76,13.0,-25.28,1520678354,1
tether,Tether,USDT,15,0.999759,0.00010785,2597460000.0,2216606483.0,2217140814.0,2280109970.0,,-0.22,-0.02,0.12,1520678345,1
ethereum-classic,Ethereum Classic,ETC,16,22.0594,0.00237969,348892000.0,2214911624.0,100406703.0,100406703.0,,-1.28,3.42,-25.1,1520678347,1
vechain,VeChain,VEN,17,3.73396,0.00040281,77338400.0,1796525789.0,481131504.0,873378637.0,,-0.26,9.96,-17.56,1520678352,1
nano,Nano,NANO,18,11.8533,0.00127869,73699300.0,1579431947.0,133248289.0,133248289.0,133248290.0,-1.06,25.81,-22.83,1520678348,1
