id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated
bitcoin,Bitcoin,BTC,1,9996.93,1.0,8563580000.0,169008598426,16906050.0,16906050.0,21000000.0,1.47,-7.41,-5.08,1520458766
ethereum,Ethereum,ETH,2,749.769,0.075432,2121130000.0,73512158216.0,98046409.0,98046409.0,,1.08,-8.28,-13.4,1520458752
ripple,Ripple,XRP,3,0.875416,0.00008807,879200000.0,34221724372.0,39091956706.0,99992520283.0,100000000000,2.81,-7.03,-4.3,1520458741
bitcoin-cash,Bitcoin Cash,BCH,4,1090.05,0.109666,438059000.0,18536504634.0,17005188.0,17005188.0,21000000.0,0.75,-9.31,-10.62,1520458753
litecoin,Litecoin,LTC,5,184.623,0.0185744,734365000.0,10251673161.0,55527606.0,55527606.0,84000000.0,1.79,-6.51,-10.72,1520458741
neo,NEO,NEO,6,100.322,0.0100931,279911000.0,6520930000.0,65000000.0,100000000.0,100000000.0,1.76,-4.73,-25.06,1520458747
cardano,Cardano,ADA,7,0.24993,0.00002514,188918000.0,6479952740.0,25927070538.0,31112483745.0,45000000000.0,1.45,-13.47,-20.29,1520458754
stellar,Stellar,XLM,8,0.323418,0.00003254,61371600.0,5973010851.0,18468393382.0,103748462367,,2.2,-5.93,-5.13,1520458743
monero,Monero,XMR,9,337.366,0.0339414,157212000.0,5330106200.0,15799180.0,15799180.0,,0.98,-2.48,16.56,1520458742
eos,EOS,EOS,10,6.59322,0.00066332,429061000.0,4709378063.0,714275887.0,900000000.0,1000000000.0,2.63,-9.33,-22.99,1520458751
iota,IOTA,MIOTA,11,1.5162,0.00015254,66415400.0,4214323815.0,2779530283.0,2779530283.0,2779530283.0,2.76,-10.91,-19.78,1520458750
dash,Dash,DASH,12,515.299,0.0518427,110497000.0,4087562032.0,7932408.0,7932408.0,18900000.0,1.19,-9.67,-13.04,1520458741
nem,NEM,XEM,13,0.305723,0.00003076,24357200.0,2751507000.0,8999999999.0,8999999999.0,,0.97,-9.61,-24.82,1520458744
tron,TRON,TRX,14,0.0390661,0.00000393,284115000.0,2568525462.0,65748192475.0,100000000000,,3.25,-11.22,-11.0,1520458753
ethereum-classic,Ethereum Classic,ETC,15,21.9841,0.00221175,404990000.0,2206109272.0,100350220.0,100350220.0,,0.59,-14.0,-34.74,1520458747
tether,Tether,USDT,16,1.00493,0.0001011,2964400000.0,2167774526.0,2157139827.0,2220000000.0,,0.34,0.48,0.47,1520458745
vechain,VeChain,VEN,17,4.05402,0.00040786,89468800.0,1933299977.0,476884667.0,873378637.0,,1.59,-14.12,-14.4,1520458752
lisk,Lisk,LSK,18,15.8083,0.00159043,34685900.0,1621569726.0,102577110.0,118793756.0,,2.95,-5.61,-15.41,1520458746
qtum,Qtum,QTUM,19,21.8721,0.00220049,106634000.0,1617051509.0,73932156.0,100432156.0,,2.75,-13.46,-17.54,1520458750
nano,Nano,NANO,20,12.0222,0.00120951,60340400.0,1601937583.0,133248289.0,133248289.0,133248290.0,0.94,-8.2,-17.89,1520458748
bitcoin-gold,Bitcoin Gold,BTG,21,91.681,0.00922376,28923500.0,1546351209.0,16866649.0,16966649.0,21000000.0,1.83,-11.23,-19.7,1520458754
omisego,OmiseGO,OMG,22,14.4648,0.00145527,49498800.0,1476025103.0,102042552.0,140245398.0,,1.93,-8.47,-25.05,1520458752
zcash,Zcash,ZEC,23,347.682,0.0349793,56313900.0,1192555779.0,3430019.0,3430019.0,,1.64,-8.52,-10.66,1520458747
